Field1,X,Y,Z
14324,586300.865,4475116.517,3.537
14325,586302.342,4475116.515,3.418
14326,586303.684,4475116.583,3.386
14327,586305.155,4475116.562,3.355
14328,586306.802,4475116.555,3.235
14329,586308.421,4475116.529,3.174
14330,586310.012,4475116.554,3.1
14331,586311.568,4475116.535,3.047
14332,586313.058,4475116.51,2.989
14333,586314.551,4475116.564,2.891
14334,586316.243,4475116.776,2.851
14335,586317.954,4475116.94,2.783
14336,586319.688,4475117.077,2.746
14337,586321.441,4475117.314,2.649
14338,586323.229,4475117.428,2.635
14339,586324.958,4475117.536,2.535
14340,586326.642,4475117.619,2.511
14341,586328.237,4475117.609,2.529
14342,586329.824,4475117.664,2.499
14343,586331.478,4475117.779,2.448
14344,586333.161,4475117.832,2.419
14345,586334.894,4475118.109,2.291
14346,586336.638,4475118.28,2.255
14347,586338.554,4475118.516,2.247
14348,586340.017,4475118.518,2.287
14349,586341.429,4475118.446,2.35
14350,586342.801,4475118.302,2.427
14351,586344.424,4475118.216,2.463
14352,586346.086,4475118.073,2.49
14353,586347.738,4475117.979,2.526
14354,586349.253,4475117.911,2.574
14355,586350.734,4475117.858,2.589
14356,586352.236,4475117.793,2.615
14357,586353.693,4475117.726,2.656
14358,586354.85,4475117.665,2.681
14359,586356.182,4475117.523,2.682
14360,586357.577,4475117.381,2.751
14361,586359.073,4475117.228,2.769
14362,586360.635,4475117.087,2.827
14363,586362.18,4475116.912,2.86
14364,586363.683,4475116.836,2.879
14365,586365.193,4475116.644,2.934
14366,586366.647,4475116.568,2.953
14367,586368.237,4475116.487,2.978
14368,586370.118,4475116.361,3.018
14369,586372.07,4475116.194,3.039
14370,586374.16,4475116.199,3.063
14371,586375.275,4475116.193,3.083
14372,586376.681,4475116.125,3.077
14373,586377.971,4475116.146,3.039
14374,586379.133,4475116.157,2.972
14375,586380.54,4475116.231,2.893
14376,586382.003,4475116.3,2.807
14377,586383.638,4475116.334,2.744
14378,586385.285,4475116.384,2.568
14439,586387.989,4475146.238,2.524
14440,586386.775,4475146.574,2.557
14441,586385.538,4475146.931,2.577
14442,586384.374,4475147.307,2.624
14443,586383.174,4475147.695,2.634
14444,586381.98,4475148.085,2.724
14445,586380.727,4475148.491,2.813
14446,586379.387,4475148.801,2.895
14447,586377.965,4475149.149,2.971
14448,586376.731,4475149.407,3.021
14449,586375.54,4475149.833,3.054
14450,586374.363,4475150.168,3.048
14451,586373.075,4475150.387,2.998
14452,586371.565,4475150.845,2.979
14453,586369.882,4475151.247,2.967
14454,586368.776,4475151.46,2.954
14455,586367.587,4475151.53,2.956
14456,586366.395,4475151.565,2.92
14457,586365.231,4475151.63,2.874
14458,586363.755,4475151.728,2.839
14459,586362.377,4475151.727,2.754
14460,586361.119,4475151.663,2.75
14461,586359.908,4475151.38,2.753
14462,586358.437,4475151.077,2.719
14463,586357.087,4475150.758,2.658
14464,586355.982,4475150.549,2.686
14465,586354.849,4475150.286,2.631
14466,586353.746,4475150.11,2.612
14467,586352.666,4475149.948,2.637
14468,586352.209,4475149.921,2.603
14469,586350.925,4475150.013,2.594
14470,586349.658,4475150.248,2.553
14471,586348.469,4475150.356,2.539
14472,586347.196,4475150.269,2.483
14473,586346.023,4475150.246,2.474
14474,586344.605,4475150.049,2.45
14475,586343.302,4475149.695,2.419
14476,586342,4475149.41,2.378
14477,586340.694,4475149.14,2.292
14478,586339.402,4475149.01,2.276
14479,586338.052,4475148.89,2.289
14480,586336.776,4475148.772,2.312
14481,586335.329,4475148.488,2.334
14482,586334.325,4475148.396,2.354
14483,586333.014,4475148.45,2.381
14484,586331.503,4475148.636,2.407
14485,586330.203,4475148.735,2.42
14486,586328.665,4475148.788,2.478
14487,586326.923,4475148.912,2.517
14488,586325.154,4475148.986,2.588
14489,586323.492,4475149.036,2.64
14490,586322.145,4475149.051,2.671
14491,586320.546,4475149.188,2.686
14492,586319.205,4475149.166,2.721
14493,586318.522,4475149.109,2.731
14494,586318.512,4475149.161,2.742
14495,586314.895,4475148.786,2.871
14496,586313.771,4475148.652,2.947
14497,586312.671,4475148.343,2.991
14498,586311.649,4475148.03,3.029
14499,586310.221,4475147.691,3.054
14500,586308.924,4475147.496,3.12
14501,586307.425,4475147.541,3.17
14502,586305.901,4475147.776,3.237
14503,586304.308,4475147.966,3.246
14504,586302.784,4475148.2,3.39
14505,586301.359,4475148.324,3.473
14506,586300.027,4475148.3,3.488
14507,586298.621,4475148.304,3.521
14508,586297.17,4475148.185,3.527
14509,586295.725,4475148.103,3.53
14510,586294.44,4475147.891,3.549
14511,586293.065,4475147.794,3.552
14512,586291.637,4475147.611,3.531
14513,586290.251,4475147.268,3.532
14514,586288.827,4475147.231,3.488
14515,586287.431,4475147.191,3.543
14516,586285.913,4475147.096,3.562
14517,586284.501,4475147.03,3.632
14518,586283.262,4475147.123,3.67
14519,586281.991,4475147.185,3.648
14520,586280.614,4475147.423,3.649
14521,586279.258,4475147.713,3.74
14522,586277.891,4475147.879,3.755
14523,586276.609,4475147.824,3.71
14524,586275.292,4475147.827,3.727
14525,586273.989,4475147.888,3.689
14526,586272.647,4475147.663,3.722
14527,586271.271,4475147.646,3.739
14528,586269.862,4475147.701,3.733
14529,586268.617,4475147.899,3.758
14530,586267.26,4475148.023,3.774
14531,586265.891,4475148.106,3.761
14532,586264.539,4475148.203,3.771
14533,586263.165,4475148.298,3.747
14534,586261.844,4475148.451,3.809
14535,586260.598,4475148.63,3.756
14536,586259.366,4475149.092,3.782
14537,586257.958,4475149.366,3.67
14538,586256.607,4475149.676,3.586
14539,586255.177,4475149.874,3.567
14540,586253.86,4475149.965,3.672
14541,586252.594,4475149.887,3.631
14542,586251.354,4475149.789,3.602
14543,586249.927,4475149.818,3.614
14544,586248.53,4475149.726,3.584
14545,586247.04,4475149.654,3.553
14546,586245.738,4475149.487,3.568
14547,586244.479,4475149.369,3.583
14599,586244.154,4475173.351,3.744
14600,586245.197,4475173.05,3.778
14601,586246.321,4475172.671,3.826
14602,586247.402,4475172.365,3.857
14603,586248.375,4475172.053,3.913
14604,586249.521,4475171.91,3.965
14605,586250.574,4475171.686,4.014
14606,586251.616,4475171.446,4.046
14607,586252.698,4475171.242,4.102
14608,586253.906,4475171.026,4.129
14609,586255.093,4475170.812,4.063
14610,586256.435,4475170.594,4.052
14611,586257.617,4475170.417,4.202
14612,586258.654,4475170.277,4.18
14613,586259.628,4475169.95,4.118
14614,586260.856,4475169.848,4.013
14615,586262.194,4475169.98,3.89
14616,586263.5,4475170.029,3.862
14617,586264.775,4475169.937,3.862
14618,586266.184,4475169.943,3.835
14619,586267.461,4475170.038,3.793
14620,586268.506,4475170.085,3.829
14621,586269.841,4475170.244,3.763
14622,586271.209,4475170.37,3.752
14623,586272.482,4475170.611,3.686
14624,586273.641,4475170.873,3.677
14625,586274.892,4475171.141,3.644
14626,586276.114,4475171.321,3.606
14627,586277.404,4475171.476,3.643
14628,586278.897,4475171.752,3.533
14629,586280.2,4475171.968,3.502
14630,586281.541,4475172.234,3.493
14631,586282.656,4475172.295,3.537
14632,586283.677,4475172.361,3.544
14633,586284.936,4475172.403,3.525
14634,586286.109,4475172.544,3.521
14635,586287.309,4475172.661,3.559
14636,586288.488,4475172.697,3.612
14637,586289.548,4475172.744,3.568
14638,586290.882,4475172.801,3.567
14639,586292.191,4475172.84,3.509
14640,586293.48,4475172.796,3.512
14641,586294.74,4475172.962,3.484
14642,586295.939,4475172.962,3.55
14643,586297.123,4475172.922,3.553
14644,586298.318,4475172.785,3.504
14645,586299.466,4475172.645,3.464
14646,586300.736,4475172.556,3.423
14647,586302.083,4475172.503,3.273
14648,586303.442,4475172.432,3.22
14649,586304.818,4475172.296,3.178
14650,586306.018,4475172.203,3.165
14651,586307.252,4475172.115,3.129
14652,586308.455,4475172.04,3.073
14653,586309.715,4475171.958,3.028
14654,586311.144,4475171.834,2.982
14655,586312.271,4475171.755,2.934
14656,586313.514,4475171.681,2.907
14657,586314.832,4475171.69,2.853
14658,586315.856,4475171.594,2.819
14659,586317.28,4475171.727,2.747
14660,586318.591,4475171.908,2.697
14661,586319.912,4475172.012,2.671
14662,586321.262,4475172.133,2.653
14663,586322.499,4475172.123,2.628
14664,586323.609,4475172.168,2.591
14665,586324.991,4475172.173,2.578
14666,586326.337,4475172.195,2.549
14667,586327.613,4475172.154,2.519
14668,586328.729,4475172.288,2.482
14669,586329.97,4475172.358,2.451
14670,586331.2,4475172.572,2.427
14671,586332.272,4475172.69,2.418
14672,586333.37,4475172.722,2.388
14673,586334.519,4475172.639,2.356
14674,586335.676,4475172.665,2.321
14675,586337.036,4475172.692,2.32
14676,586338.229,4475172.706,2.304
14677,586339.562,4475172.716,2.33
14678,586340.767,4475172.677,2.348
14679,586341.799,4475172.658,2.346
14680,586342.925,4475172.549,2.352
14681,586344.169,4475172.487,2.37
14682,586345.46,4475172.467,2.395
14683,586346.532,4475172.415,2.403
14684,586347.666,4475172.363,2.436
14685,586348.665,4475172.357,2.478
14686,586349.814,4475172.288,2.501
14687,586350.646,4475172.272,2.51
14688,586351.148,4475172.172,2.534
14689,586352.031,4475172.348,2.525
14690,586353.033,4475172.318,2.543
14691,586354.402,4475172.104,2.559
14692,586355.621,4475171.782,2.638
14693,586356.916,4475171.692,2.623
14694,586358.212,4475171.742,2.645
14695,586359.541,4475171.629,2.701
14696,586360.788,4475171.581,2.75
14697,586362.026,4475171.657,2.726
14698,586363.312,4475171.694,2.806
14699,586364.727,4475171.733,2.834
14700,586366.293,4475171.802,2.793
14701,586367.665,4475171.861,2.893
14702,586369.295,4475171.971,2.915
14703,586370.953,4475171.971,2.927
14704,586372.733,4475172.024,2.916
14705,586374.051,4475172.138,2.896
14706,586374.922,4475172.105,2.888
14707,586376.185,4475172.105,2.841
14708,586377.505,4475172.035,2.795
14709,586378.843,4475172.007,2.725
14799,586373.925,4475197.194,2.78
14800,586372.33,4475197.397,2.749
14801,586371.537,4475197.393,2.739
14802,586370.028,4475197.485,2.718
14803,586369.207,4475197.605,2.693
14804,586368.12,4475197.71,2.694
14805,586366.979,4475197.684,2.691
14806,586365.822,4475197.665,2.677
14807,586364.854,4475197.729,2.683
14808,586363.921,4475197.933,2.677
14809,586362.533,4475197.909,2.683
14810,586361.823,4475197.888,2.644
14811,586360.76,4475197.846,2.595
14812,586359.705,4475197.941,2.57
14813,586358.783,4475197.903,2.548
14814,586357.646,4475198.075,2.531
14815,586356.559,4475198.18,2.475
14816,586355.238,4475198.416,2.5
14817,586354.424,4475198.537,2.477
14818,586353.296,4475198.791,2.442
14819,586352.61,4475198.946,2.439
14820,586351.821,4475199.018,2.422
14821,586351.106,4475199.204,2.387
14822,586350.662,4475199.149,2.385
14823,586350.521,4475199.181,2.381
14824,586350.198,4475199.149,2.394
14825,586349.421,4475199.416,2.368
14826,586348.537,4475199.594,2.357
14827,586347.48,4475199.676,2.35
14828,586346.57,4475199.63,2.343
14829,586345.734,4475199.618,2.343
14830,586344.87,4475199.783,2.327
14831,586343.925,4475199.873,2.278
14832,586342.902,4475199.827,2.255
14833,586342.116,4475199.741,2.25
14834,586340.8,4475199.497,2.28
14835,586339.677,4475199.339,2.325
14836,586338.622,4475199.145,2.367
14837,586337.697,4475199.045,2.387
14838,586336.761,4475198.792,2.375
14839,586335.851,4475198.634,2.423
14840,586334.766,4475198.518,2.428
14841,586333.755,4475198.429,2.465
14842,586332.616,4475198.348,2.464
14843,586331.411,4475198.194,2.483
14844,586330.18,4475198.126,2.509
14845,586328.903,4475198.016,2.517
14846,586327.743,4475197.897,2.565
14847,586326.453,4475197.822,2.549
14848,586325.204,4475197.775,2.533
14849,586324.088,4475197.72,2.57
14850,586322.513,4475197.65,2.569
14851,586321.167,4475197.635,2.609
14852,586319.842,4475197.484,2.655
14853,586318.551,4475197.444,2.692
14854,586317.296,4475197.379,2.711
14855,586315.9,4475197.363,2.758
14856,586314.68,4475197.313,2.782
14857,586313.198,4475197.283,2.832
14858,586311.835,4475197.265,2.874
14859,586310.62,4475197.221,2.908
14860,586309.331,4475197.273,2.947
14861,586308.039,4475197.308,2.972
14862,586306.831,4475197.337,3.006
14863,586305.589,4475197.41,3.033
14864,586304.32,4475197.491,3.05
14865,586303.232,4475197.477,3.098
14866,586301.955,4475197.549,3.139
14867,586300.832,4475197.502,3.136
14868,586299.511,4475197.378,3.183
14869,586298.221,4475197.416,3.191
14870,586297.011,4475197.263,3.239
14871,586295.866,4475197.247,3.263
14872,586294.798,4475197.172,3.282
14873,586293.65,4475197.161,3.3
14874,586292.308,4475197.138,3.402
14875,586291.356,4475197.039,3.447
14876,586290.787,4475197.05,3.455
14877,586290.246,4475197.031,3.5
14878,586289.725,4475196.985,3.475
14879,586289.548,4475196.999,3.472
30000,586229.853,4475938.754,2.336
30001,586230.387,4475938.774,2.339
30002,586231.244,4475938.871,2.301
30003,586231.349,4475938.928,2.279
30004,586231.108,4475938.873,2.275
30005,586231.116,4475938.883,2.274
30006,586231.116,4475938.885,2.28
30007,586231.114,4475938.872,2.278
30008,586231.113,4475938.875,2.279
30009,586231.14,4475938.897,2.272
30010,586231.448,4475938.908,2.278
30011,586232.142,4475938.934,2.175
30012,586232.849,4475938.989,2.13
30013,586233.961,4475938.996,2.097
30014,586234.659,4475939.005,2.061
30015,586235.482,4475938.791,2.037
30016,586236.301,4475938.661,2.007
30017,586237.368,4475938.614,1.983
30018,586238.122,4475938.665,1.955
30019,586239.048,4475938.709,1.923
30020,586239.99,4475938.713,1.889
30021,586241.153,4475938.772,1.854
30022,586241.912,4475938.841,1.833
30023,586242.916,4475938.875,1.796
30024,586243.849,4475938.903,1.794
30025,586245.031,4475938.866,1.758
30026,586245.798,4475938.703,1.725
30027,586246.747,4475938.581,1.713
30028,586247.738,4475938.526,1.687
30029,586248.935,4475938.481,1.629
30030,586249.768,4475938.459,1.607
30031,586250.753,4475938.533,1.585
30032,586251.946,4475938.558,1.55
30033,586252.911,4475938.563,1.541
30034,586253.684,4475938.566,1.552
30035,586254.667,4475938.703,1.5
30036,586255.497,4475938.924,1.571
30037,586256.577,4475939.125,1.587
30038,586257.479,4475939.125,1.627
30039,586258.402,4475939.065,1.678
30040,586259.29,4475939.061,1.729
30041,586260.113,4475939.035,1.773
30042,586260.943,4475938.993,1.831
30043,586261.78,4475938.897,1.873
30044,586262.628,4475938.832,1.926
30045,586263.578,4475938.815,1.975
30046,586264.512,4475938.82,1.985
30047,586265.473,4475938.94,2.099
30048,586266.38,4475938.934,2.142
30049,586267.237,4475938.965,2.188
30050,586268.148,4475938.952,2.257
30051,586269.075,4475938.964,2.253
30052,586269.958,4475938.999,2.306
30053,586270.807,4475938.994,2.318
30054,586271.693,4475938.929,2.336
30055,586272.7,4475938.904,2.392
30056,586273.65,4475938.864,2.424
30057,586274.634,4475938.828,2.388
30058,586275.666,4475938.822,2.366
30059,586276.699,4475938.877,2.274
30060,586277.697,4475938.921,2.241
30275,586276.98,4475925.097,2.404
30276,586276.111,4475925.131,2.406
30277,586275.208,4475925.125,2.398
30278,586274.437,4475925.149,2.393
30279,586273.649,4475925.188,2.369
30280,586272.802,4475925.252,2.345
30281,586271.866,4475925.399,2.283
30282,586270.965,4475925.506,2.239
30283,586270.122,4475925.444,2.217
30284,586269.232,4475925.3,2.169
30285,586268.323,4475925.286,2.131
30286,586267.419,4475925.333,2.095
30287,586266.504,4475925.481,2.071
30288,586265.555,4475925.568,2.004
30289,586264.612,4475925.494,1.948
30290,586263.704,4475925.508,1.93
30291,586262.738,4475925.562,1.826
30292,586261.761,4475925.541,1.796
30293,586260.74,4475925.517,1.662
30294,586259.787,4475925.49,1.613
30295,586258.811,4475925.546,1.552
30296,586257.84,4475925.527,1.514
30297,586256.923,4475925.469,1.512
30298,586256.02,4475925.372,1.512
30299,586255.119,4475925.391,1.513
30300,586254.18,4475925.407,1.506
30301,586253.246,4475925.41,1.55
30302,586252.316,4475925.442,1.596
30303,586251.359,4475925.5,1.626
30304,586250.382,4475925.504,1.668
30305,586249.434,4475925.513,1.699
30306,586248.459,4475925.404,1.739
30307,586247.504,4475925.314,1.777
30308,586246.553,4475925.346,1.789
30309,586245.564,4475925.37,1.809
30310,586244.65,4475925.297,1.853
30311,586243.705,4475925.36,1.883
30312,586242.775,4475925.556,1.915
30313,586241.835,4475925.686,1.942
30314,586240.929,4475925.79,1.995
30315,586239.996,4475925.879,2.017
30316,586239.064,4475925.844,2.047
30317,586238.178,4475925.697,2.097
30318,586237.38,4475925.498,2.119
30319,586236.439,4475925.378,2.177
30320,586235.722,4475925.395,2.211
30321,586234.992,4475925.38,2.269
30322,586234.196,4475925.408,2.312
30323,586233.115,4475925.42,2.373
30324,586232.261,4475925.448,2.409
30325,586231.451,4475925.493,2.486
30326,586230.692,4475925.392,2.536
30327,586229.855,4475925.366,2.607
30328,586229.006,4475925.224,2.607
30329,586228.206,4475925.096,2.612
30330,586227.612,4475925.035,2.603
30331,586227.417,4475925.021,2.581
30332,586227.421,4475925.035,2.579
30333,586227.419,4475925.021,2.576
30334,586227.42,4475925.013,2.588
30335,586227.418,4475925.012,2.587
30336,586227.418,4475924.998,2.587
30337,586236.154,4475900.369,2.708
30338,586236.155,4475900.366,2.7
30339,586237.157,4475900.449,2.629
30340,586237.157,4475900.451,2.629
30341,586237.349,4475900.457,2.593
30342,586237.844,4475900.479,2.525
30343,586238.484,4475900.511,2.488
30344,586239.302,4475900.557,2.409
30345,586240.181,4475900.655,2.371
30346,586240.827,4475900.598,2.344
30347,586241.617,4475900.573,2.329
30348,586242.414,4475900.396,2.274
30349,586243.38,4475900.273,2.252
30350,586244.059,4475900.3,2.236
30351,586244.875,4475900.329,2.186
30352,586245.74,4475900.344,2.135
30353,586246.753,4475900.48,2.114
30354,586247.496,4475900.559,2.033
30355,586248.34,4475900.614,1.981
30356,586249.233,4475900.727,1.959
30357,586250.206,4475900.675,1.878
30358,586250.867,4475900.574,1.86
30359,586251.713,4475900.453,1.81
30360,586252.565,4475900.359,1.769
30361,586253.579,4475900.325,1.738
30362,586254.276,4475900.38,1.711
30363,586255.181,4475900.427,1.651
30364,586255.989,4475900.425,1.598
30365,586256.982,4475900.468,1.562
30366,586257.632,4475900.539,1.548
30367,586258.58,4475900.528,1.506
30368,586259.475,4475900.467,1.492
30369,586260.526,4475900.438,1.498
30370,586261.25,4475900.41,1.526
30371,586262.168,4475900.301,1.578
30372,586263.039,4475900.333,1.606
30373,586264.017,4475900.219,1.636
30374,586264.555,4475900.173,1.706
30375,586265.335,4475900.172,1.761
30376,586266.195,4475900.181,1.832
30377,586267.221,4475900.204,1.886
30378,586267.86,4475900.169,1.936
30379,586268.912,4475900.195,1.975
30380,586269.707,4475900.275,1.973
30381,586270.603,4475900.293,2.037
