ID,X,Y,Z
102490,586282.73,4475468.056,2.681
102491,586283.586,4475467.756,2.682
102492,586284.487,4475467.51,2.673
102493,586285.288,4475467.25,2.654
102494,586286.208,4475467.137,2.627
102495,586287.172,4475466.993,2.599
102496,586288.036,4475466.983,2.556
102497,586288.984,4475466.975,2.522
102498,586289.908,4475467.044,2.494
102499,586290.839,4475467.103,2.443
102500,586291.373,4475467.055,2.418
102501,586291.819,4475467.127,2.414
102502,586292.277,4475467.23,2.388
102503,586292.936,4475467.153,2.37
102504,586293.761,4475467.028,2.309
102505,586294.659,4475467.078,2.254
102506,586295.514,4475467.259,2.194
102507,586296.298,4475467.46,2.166
102508,586297.21,4475467.691,2.096
102509,586298.237,4475468.066,2.028
102510,586299.151,4475468.478,1.977
102511,586299.993,4475468.75,1.93
102512,586300.915,4475469.115,1.881
102513,586301.785,4475469.433,1.831
102514,586302.662,4475469.863,1.809
102515,586303.577,4475470.188,1.788
102516,586304.478,4475470.516,1.747
102517,586305.438,4475470.678,1.729
102518,586306.28,4475470.748,1.729
102519,586307.252,4475470.756,1.702
102520,586308.238,4475470.505,1.703
102521,586309.139,4475470.306,1.688
102522,586310.042,4475470.032,1.694
102523,586310.92,4475469.796,1.682
102524,586311.728,4475469.47,1.69
102525,586312.514,4475469.314,1.707
102526,586313.327,4475469.223,1.713
102527,586314.287,4475469.223,1.724
102528,586315.122,4475469.293,1.748
102529,586315.924,4475469.414,1.774
102530,586316.68,4475469.53,1.81
102531,586317.503,4475469.51,1.847
102532,586318.332,4475469.488,1.884
102533,586319.219,4475469.392,1.919
102534,586320.166,4475469.286,1.976
102535,586321.102,4475469.207,1.968
102536,586321.911,4475469.199,2.018
102537,586322.91,4475469.224,2.019
102538,586323.881,4475469.279,2.026
102539,586324.944,4475469.271,2.106
102540,586325.939,4475469.326,2.11
102541,586326.729,4475469.265,2.134
102542,586327.453,4475469.334,2.143
102543,586328.202,4475469.36,2.133
102544,586329.077,4475469.307,2.182
102545,586329.906,4475469.296,2.198
102546,586330.707,4475469.291,2.218
102547,586331.601,4475469.337,2.206
102548,586332.393,4475469.379,2.236
102549,586333.316,4475469.432,2.28
102550,586334.385,4475469.425,2.263
102551,586335.38,4475469.485,2.287
102552,586336.366,4475469.486,2.321
102553,586337.299,4475469.516,2.355
102554,586338.241,4475469.645,2.381
102555,586339.162,4475469.795,2.363
102556,586340.076,4475469.811,2.398
102557,586340.953,4475469.814,2.373
102558,586341.755,4475469.817,2.385
102559,586342.55,4475469.947,2.406
102560,586343.433,4475470.097,2.387
102561,586344.345,4475470.311,2.38
102562,586345.348,4475470.331,2.376
102563,586346.411,4475470.441,2.362
102564,586347.363,4475470.487,2.37
102565,586348.326,4475470.606,2.379
102566,586349.284,4475470.739,2.36
102567,586350.312,4475470.87,2.335
102568,586351.351,4475470.954,2.322
102569,586352.403,4475470.996,2.269
102570,586353.377,4475471.047,2.252
102571,586354.407,4475471.054,2.188
102572,586355.246,4475470.989,2.174
102573,586356.153,4475470.922,2.117
102574,586357.043,4475470.708,2.079
102575,586357.872,4475470.434,2.03
102576,586358.734,4475470.216,1.986
102577,586359.603,4475470,1.946
102578,586360.506,4475469.842,1.901
102579,586361.393,4475469.656,1.866
102580,586362.272,4475469.516,1.861
102581,586363.108,4475469.374,1.859
102582,586364.033,4475469.412,1.859
102583,586364.837,4475469.445,1.852
102584,586365.671,4475469.53,1.839
102585,586366.577,4475469.733,1.832
102586,586367.486,4475469.82,1.829
102587,586368.431,4475470.013,1.787
102588,586369.383,4475470.204,1.727
102589,586370.342,4475470.484,1.636
102590,586371.229,4475470.697,1.596
102591,586372.183,4475470.73,1.544
102592,586373.165,4475470.635,1.495
102593,586374.127,4475470.462,1.432
102594,586375.065,4475470.495,1.363
102595,586376.003,4475470.484,1.297
102596,586376.92,4475470.596,1.225
102597,586377.827,4475470.736,1.118
102598,586378.776,4475470.758,1.02
102599,586379.724,4475470.786,0.912
102600,586380.604,4475470.751,0.798
102601,586381.524,4475470.777,0.675
102602,586382.408,4475470.642,0.573
102603,586383.318,4475470.584,0.475
102604,586384.281,4475470.415,0.361
102605,586385.207,4475470.291,0.254
102606,586386.102,4475470.224,0.143
102607,586387.062,4475470.24,0.038
102608,586388.067,4475470.277,-0.068
102609,586388.928,4475470.392,-0.186
102610,586389.954,4475470.479,-0.334
102611,586391.031,4475470.445,-0.458
102612,586392.192,4475470.361,-0.591
102613,586393.328,4475470.133,-0.701
102614,586394.434,4475469.989,-0.794
102615,586395.465,4475469.862,-0.824
102616,586396.537,4475469.672,-0.818
102617,586397.486,4475469.712,-0.817
102618,586398.358,4475469.589,-0.825
102619,586399.098,4475469.406,-0.843
102620,586399.532,4475469.439,-0.851
102621,586399.52,4475469.532,-0.856
102622,586399.513,4475469.503,-0.865
102623,586399.509,4475469.509,-0.864
102624,586399.51,4475469.501,-0.874
102625,586400.971,4475443.254,-0.776
102626,586400.963,4475443.273,-0.773
102627,586400.957,4475443.284,-0.772
102628,586400.926,4475443.237,-0.76
102629,586400.418,4475443.152,-0.708
102630,586399.729,4475442.98,-0.626
102631,586399.024,4475442.919,-0.527
102632,586398.819,4475442.712,-0.495
102633,586398.796,4475442.839,-0.487
102634,586398.786,4475442.856,-0.491
102635,586398.764,4475442.867,-0.494
102636,586398.67,4475442.807,-0.487
102637,586398.146,4475442.781,-0.4
102638,586397.39,4475442.8,-0.308
102639,586396.684,4475442.738,-0.218
102640,586395.922,4475442.677,-0.132
102641,586395.168,4475442.635,-0.034
102642,586394.355,4475442.731,0.063
102643,586393.666,4475442.603,0.148
102644,586392.818,4475442.523,0.268
102645,586392.073,4475442.522,0.372
102646,586391.202,4475442.541,0.483
102647,586390.447,4475442.613,0.58
102648,586389.765,4475442.627,0.673
102649,586389.005,4475442.652,0.77
102650,586388.234,4475442.657,0.89
102651,586387.449,4475442.667,1.008
102652,586386.659,4475442.699,1.116
102653,586385.859,4475442.684,1.241
102654,586385.115,4475442.665,1.355
102655,586384.35,4475442.67,1.448
102656,586383.513,4475442.449,1.539
102657,586382.791,4475442.261,1.614
102658,586382.051,4475441.996,1.683
102659,586381.463,4475441.856,1.773
102660,586380.796,4475441.793,1.808
102661,586380.149,4475441.654,1.84
102662,586379.413,4475441.602,1.86
102663,586378.65,4475441.456,1.873
102664,586377.822,4475441.44,1.899
102665,586377.039,4475441.591,1.921
102666,586376.211,4475441.736,1.932
102667,586375.368,4475441.935,1.953
102668,586374.554,4475442.039,1.955
102669,586373.658,4475442.072,1.959
102670,586372.827,4475442.071,2.011
102671,586371.948,4475441.975,1.972
102672,586371.106,4475441.838,1.973
102673,586370.176,4475441.768,1.98
102674,586369.237,4475441.587,2.016
102675,586368.448,4475441.541,2.028
102676,586367.658,4475441.494,2.028
102677,586366.883,4475441.306,2.042
102678,586366.026,4475441.174,2.059
102679,586365.235,4475441.007,2.061
102680,586364.467,4475440.779,2.099
102681,586363.628,4475440.629,2.143
102682,586362.702,4475440.438,2.166
102683,586361.841,4475440.308,2.168
102684,586360.766,4475440.286,2.144
102685,586359.763,4475440.242,2.138
102686,586358.757,4475440.365,2.122
102687,586357.698,4475440.47,2.1
102688,586356.732,4475440.591,2.102
102689,586355.791,4475440.776,2.071
102690,586354.809,4475440.822,2.076
102691,586353.711,4475440.909,2.047
102692,586352.546,4475441.071,2.03
102693,586351.42,4475441.151,2.038
102694,586350.311,4475441.199,2.026
102695,586349.27,4475441.245,2.045
102696,586348.295,4475441.125,2.033
102697,586347.31,4475440.973,2.055
102698,586346.458,4475440.743,2.066
102699,586345.567,4475440.439,2.08
102700,586344.582,4475440.174,2.088
102701,586343.622,4475439.854,2.091
102702,586342.597,4475439.554,2.073
102703,586341.572,4475439.241,2.059
102704,586340.685,4475438.894,2.067
102705,586339.708,4475438.647,2.056
102706,586338.707,4475438.296,2.06
102707,586337.806,4475437.844,2.056
102708,586336.86,4475437.496,2.07
102709,586336.011,4475437.294,2.035
102710,586335.121,4475437.278,2.032
102711,586334.268,4475437.472,2.028
102712,586333.334,4475437.677,1.992
102713,586332.327,4475437.845,1.933
102714,586331.262,4475437.826,1.884
102715,586330.33,4475437.774,1.854
102716,586329.438,4475437.843,1.813
102717,586328.611,4475438.077,1.791
102718,586327.726,4475438.169,1.767
102719,586326.738,4475438.168,1.766
102720,586325.77,4475438.175,1.749
102721,586324.84,4475438.254,1.699
102722,586323.901,4475438.548,1.7
102723,586323.176,4475438.768,1.683
102724,586322.355,4475439.049,1.651
102725,586321.639,4475439.178,1.635
102726,586320.812,4475439.191,1.606
102727,586320.141,4475439.282,1.611
102728,586319.258,4475439.241,1.584
102729,586318.354,4475439.248,1.586
102730,586317.62,4475439.116,1.601
102731,586316.896,4475439.165,1.584
102732,586316.141,4475439.089,1.579
102733,586315.489,4475438.96,1.593
102734,586315.016,4475439.004,1.598
102735,586314.621,4475438.89,1.606
102736,586314.138,4475438.775,1.606
102737,586313.299,4475438.714,1.619
102738,586312.402,4475438.761,1.63
102739,586311.56,4475438.777,1.643
102740,586310.711,4475438.729,1.67
102741,586309.837,4475438.76,1.704
102742,586308.97,4475438.824,1.739
102743,586308.15,4475438.809,1.748
102744,586307.239,4475439.001,1.77
102745,586306.481,4475439.109,1.812
102746,586305.669,4475439.184,1.86
102747,586304.872,4475439.305,1.898
102748,586304.14,4475439.488,1.942
102749,586303.371,4475439.735,2.001
102750,586302.67,4475439.899,2.031
102751,586301.89,4475439.922,2.066
102752,586301.218,4475439.966,2.121
102753,586300.439,4475439.919,2.161
102754,586299.773,4475439.76,2.217
102755,586298.982,4475439.551,2.273
102756,586298.1,4475439.307,2.327
102757,586297.22,4475439.041,2.386
102758,586296.416,4475438.686,2.436
102759,586295.642,4475438.31,2.461
102760,586294.827,4475438.1,2.501
102761,586294.065,4475437.863,2.543
102762,586293.271,4475437.588,2.589
102763,586292.404,4475437.337,2.638
102764,586291.539,4475437.27,2.668
102765,586290.582,4475437.251,2.702
102766,586289.667,4475437.307,2.744
102767,586288.774,4475437.278,2.793
102768,586287.812,4475437.34,2.811
102769,586286.812,4475437.355,2.851
102770,586285.824,4475437.44,2.847
102771,586284.899,4475437.447,2.868
102772,586283.904,4475437.492,2.878
102773,586282.916,4475437.516,2.893
102774,586281.951,4475437.518,2.864
102775,586281.119,4475437.452,2.896
102776,586280.222,4475437.423,2.853
102777,586279.426,4475437.417,2.877
102778,586278.56,4475437.379,2.859
102779,586277.634,4475437.437,2.875
102780,586276.626,4475437.516,2.873
102781,586275.722,4475437.591,2.876
102782,586274.764,4475437.676,2.866
102783,586273.74,4475437.72,2.904
102784,586272.773,4475437.774,2.906
102785,586271.726,4475437.769,2.916
102786,586270.768,4475437.786,2.962
102787,586269.768,4475437.803,2.95
102788,586268.837,4475437.83,2.957
102789,586267.848,4475437.766,2.97
102790,586266.86,4475437.66,2.997
102791,586265.936,4475437.532,2.984
102792,586265.162,4475437.327,3.013
102793,586264.392,4475436.992,3.006
102794,586263.449,4475436.716,2.999
102795,586262.575,4475436.522,2.964
102796,586261.729,4475436.252,2.937
102797,586261.294,4475436.042,3.051
102798,586261.41,4475436.1,3.031
102799,586261.422,4475436.125,3.019
102800,586261.444,4475436.107,3.019
102801,586262.657,4475406.128,2.893
102802,586262.685,4475406.118,2.898
102803,586262.675,4475406.12,2.896
102804,586262.671,4475406.123,2.891
102805,586262.678,4475406.127,2.89
102806,586262.749,4475406.146,2.896
102807,586262.998,4475406.566,2.894
102808,586263.228,4475406.933,2.921
102809,586263.518,4475407.349,2.923
102810,586263.984,4475407.57,2.925
102811,586264.603,4475407.655,2.953
102812,586265.287,4475407.549,2.963
102813,586265.991,4475407.36,2.97
102814,586266.818,4475407.22,2.979
102815,586267.555,4475407.04,2.988
102816,586268.387,4475406.974,2.972
102817,586269.234,4475406.904,2.979
102818,586270.15,4475406.912,3.002
102819,586271.087,4475406.969,2.989
102820,586272.005,4475407.097,3.005
102821,586272.884,4475407.192,3.004
102822,586273.771,4475407.236,3.007
102823,586274.604,4475407.278,3.005
102824,586275.454,4475407.396,3.008
102825,586276.244,4475407.552,3.009
102826,586277.174,4475407.64,2.981
102827,586278.059,4475407.651,3.002
102828,586279.087,4475407.697,2.973
102829,586280.006,4475407.735,3
102830,586280.933,4475407.87,2.969
102831,586281.889,4475408.027,2.957
102832,586282.865,4475408.146,2.954
102833,586283.781,4475408.231,2.94
102834,586284.658,4475408.324,2.922
102835,586285.632,4475408.467,2.904
102836,586286.556,4475408.61,2.881
102837,586287.508,4475408.698,2.875
102838,586288.42,4475408.723,2.843
102839,586289.368,4475408.689,2.809
102840,586290.42,4475408.65,2.765
102841,586291.409,4475408.64,2.733
102842,586292.396,4475408.595,2.69
102843,586293.437,4475408.497,2.653
102844,586294.458,4475408.522,2.611
102845,586295.422,4475408.538,2.579
102846,586296.402,4475408.623,2.544
102847,586297.484,4475408.787,2.478
102848,586298.561,4475408.84,2.44
102849,586299.542,4475408.969,2.385
102850,586300.557,4475408.957,2.336
102851,586301.544,4475408.925,2.315
102852,586302.491,4475408.831,2.27
102853,586303.502,4475408.795,2.226
102854,586304.44,4475408.809,2.161
102855,586305.372,4475408.88,2.12
102856,586306.421,4475408.872,2.084
102857,586307.363,4475408.829,2.045
102858,586308.34,4475408.854,1.999
102859,586309.303,4475408.893,1.976
102860,586310.173,4475408.954,1.952
102861,586311.18,4475408.962,1.916
102862,586312.122,4475408.958,1.886
102863,586313.048,4475408.875,1.867
102864,586313.967,4475408.853,1.851
102865,586314.834,4475408.806,1.829
102866,586315.814,4475408.854,1.815
102867,586316.854,4475408.853,1.791
102868,586317.817,4475408.811,1.763
102869,586318.716,4475408.923,1.759
102870,586319.531,4475408.914,1.782
102871,586320.412,4475408.895,1.769
102872,586321.328,4475408.821,1.774
102873,586322.254,4475408.874,1.774
102874,586323.202,4475408.976,1.772
102875,586324.151,4475409.111,1.766
102876,586325.073,4475409.228,1.769
102877,586326.057,4475409.379,1.758
102878,586327.019,4475409.452,1.771
102879,586327.946,4475409.525,1.774
102880,586328.903,4475409.677,1.767
102881,586329.849,4475409.84,1.767
102882,586330.765,4475410.074,1.774
102883,586331.702,4475410.338,1.766
102884,586332.643,4475410.542,1.78
102885,586333.583,4475410.727,1.777
102886,586334.516,4475410.812,1.779
102887,586335.457,4475410.881,1.782
102888,586336.312,4475410.935,1.786
102889,586337.272,4475410.846,1.798
102890,586338.181,4475410.858,1.799
102891,586339.125,4475410.859,1.796
102892,586340.115,4475410.79,1.807
102893,586341.071,4475410.884,1.802
102894,586342.006,4475410.826,1.819
102895,586342.965,4475410.783,1.81
102896,586343.95,4475410.746,1.803
102897,586344.848,4475410.75,1.832
102898,586345.793,4475410.76,1.837
102899,586346.788,4475410.854,1.855
102900,586347.75,4475411.038,1.857
102901,586348.739,4475411.174,1.864
102902,586349.765,4475411.311,1.868
102903,586350.695,4475411.34,1.867
102904,586351.581,4475411.493,1.881
102905,586352.5,4475411.604,1.89
102906,586353.441,4475411.682,1.904
102907,586354.376,4475411.831,1.895
102908,586355.285,4475411.877,1.91
102909,586356.251,4475411.956,1.906
102910,586357.176,4475412.029,1.894
102911,586358.037,4475412.02,1.94
102912,586358.912,4475412.124,1.923
102913,586359.865,4475412.161,1.945
102914,586360.798,4475412.162,1.959
102915,586361.714,4475412.198,1.989
102916,586362.691,4475412.235,1.995
102917,586363.701,4475412.233,1.985
102918,586364.709,4475412.224,1.961
102919,586365.613,4475412.221,1.972
102920,586366.547,4475412.239,2.003
102921,586367.517,4475412.227,2.007
102922,586368.473,4475412.269,2.014
102923,586369.405,4475412.323,2.038
102924,586370.465,4475412.339,2.082
102925,586371.443,4475412.413,2.067
102926,586372.391,4475412.489,2.071
102927,586373.126,4475412.508,2.084
102928,586373.799,4475412.654,2.078
102929,586374.529,4475412.773,2.078
102930,586375.287,4475412.783,2.113
102931,586376.222,4475412.834,2.1
102932,586377.13,4475412.847,2.111
102933,586377.964,4475413.046,2.063
102934,586378.406,4475413,2.078
102935,586378.445,4475413.034,2.055
102936,586378.435,4475413.094,2.066
102937,586378.387,4475413.215,2.058
102938,586378.424,4475413.208,2.071
102939,586378.977,4475413.296,2.094
102940,586379.901,4475413.353,2.047
102941,586380.576,4475413.388,2.056
102942,586381.346,4475413.267,2.068
102943,586382.294,4475413.341,2.068
102944,586383.235,4475413.347,2.008
102945,586384.19,4475413.278,1.995
102946,586385.077,4475413.173,1.904
102947,586386.021,4475413.11,1.854
102948,586386.953,4475413.034,1.762
102949,586387.926,4475413.026,1.67
102950,586388.88,4475413.189,1.569
102951,586389.703,4475413.368,1.472
102952,586390.591,4475413.545,1.363
102953,586391.524,4475413.766,1.211
102954,586392.441,4475413.998,1.03
102955,586393.385,4475414.077,0.887
102956,586394.234,4475414.278,0.747
102957,586395.159,4475414.39,0.599
102958,586396.067,4475414.579,0.464
102959,586397.064,4475414.723,0.321
102960,586397.958,4475414.78,0.182
102961,586399.018,4475414.925,0.036
102962,586400.012,4475415.047,-0.098
102963,586400.936,4475415.17,-0.221
102964,586401.958,4475415.234,-0.342
102965,586402.988,4475415.223,-0.466
102966,586403.824,4475415.262,-0.582
102967,586404.104,4475415.261,-0.625
102968,586404.114,4475415.291,-0.628
102969,586404.113,4475415.247,-0.631
102970,586404.089,4475415.267,-0.621
102971,586404.069,4475415.292,-0.619
102972,586404.053,4475415.323,-0.614
102973,586404.069,4475415.299,-0.621
102974,586404.074,4475415.28,-0.623
102975,586404.074,4475415.297,-0.628
102976,586408.53,4475389.735,-0.659
102977,586408.526,4475389.713,-0.66
102978,586408.19,4475389.687,-0.607
102979,586407.41,4475389.607,-0.527
102980,586406.636,4475389.543,-0.466
102981,586405.926,4475389.456,-0.363
102982,586405.131,4475389.23,-0.268
102983,586404.461,4475389.092,-0.188
102984,586403.634,4475389.002,-0.104
102985,586402.902,4475389.048,-0.015
102986,586402.069,4475388.874,0.098
102987,586401.237,4475388.937,0.214
102988,586400.355,4475388.914,0.326
102989,586399.523,4475388.908,0.45
102990,586398.777,4475388.891,0.567
102991,586397.987,4475388.789,0.683
102992,586397.221,4475388.793,0.803
102993,586396.423,4475388.787,0.922
102994,586395.575,4475388.798,1.021
102995,586394.837,4475388.822,1.135
102996,586394.171,4475388.847,1.23
102997,586393.446,4475388.814,1.352
102998,586392.696,4475388.812,1.436
102999,586391.906,4475388.861,1.525
103000,586391.161,4475388.888,1.609
103001,586390.375,4475388.939,1.695
103002,586389.616,4475388.955,1.775
103003,586388.852,4475389.002,1.86
103004,586388.036,4475388.895,1.923
103005,586387.315,4475388.776,1.971
103006,586386.629,4475388.581,2.057
103007,586385.968,4475388.497,2.122
103008,586385.182,4475388.211,2.132
103009,586384.41,4475388.048,2.138
103010,586383.55,4475387.829,2.181
103011,586382.623,4475387.71,2.22
103012,586381.701,4475387.646,2.234
103013,586380.803,4475387.692,2.261
103014,586379.891,4475387.667,2.286
103015,586378.925,4475387.733,2.33
103016,586378.005,4475387.751,2.328
103017,586377.108,4475387.827,2.343
103018,586376.119,4475387.933,2.395
103019,586375.233,4475388.097,2.48
103020,586374.339,4475388.287,2.487
103021,586373.417,4475388.463,2.437
103022,586372.493,4475388.548,2.403
103023,586371.415,4475388.541,2.419
103024,586370.346,4475388.49,2.45
103025,586369.346,4475388.277,2.531
103026,586368.32,4475388.037,2.474
103027,586367.482,4475387.805,2.489
103028,586366.596,4475387.451,2.523
103029,586366.183,4475387.261,2.568
103030,586366.169,4475387.274,2.567
103031,586366.167,4475387.267,2.567
103032,586366.176,4475387.259,2.565
103033,586366.172,4475387.277,2.563
103034,586366.169,4475387.253,2.558
103035,586366.216,4475387.135,2.548
103036,586366.22,4475387.159,2.556
103037,586366.206,4475387.212,2.568
103038,586366.2,4475387.239,2.558
103039,586366.209,4475387.197,2.558
103040,586365.815,4475387.292,2.566
103041,586365.216,4475387.021,2.547
103042,586364.421,4475386.881,2.536
103043,586363.787,4475386.887,2.545
103044,586362.909,4475386.939,2.51
103045,586362.294,4475386.942,2.509
103046,586361.357,4475386.751,2.495
103047,586360.446,4475386.811,2.531
103048,586359.521,4475386.679,2.497
103049,586358.459,4475386.582,2.49
103050,586357.457,4475386.411,2.46
103051,586356.549,4475386.221,2.437
103052,586355.515,4475386.017,2.413
103053,586354.538,4475385.76,2.365
103054,586353.519,4475385.691,2.344
103055,586352.508,4475385.688,2.291
103056,586351.487,4475385.89,2.225
103057,586350.446,4475386.115,2.169
103058,586349.53,4475386.252,2.155
103059,586348.619,4475386.373,2.134
103060,586347.661,4475386.379,2.102
103061,586346.674,4475386.326,2.082
103062,586345.628,4475386.189,2.07
103063,586344.667,4475386.026,2.043
103064,586343.678,4475385.842,2.02
103065,586342.679,4475385.617,2.004
103066,586341.775,4475385.478,2.016
103067,586340.851,4475385.375,2
103068,586339.924,4475385.27,1.972
103069,586339.034,4475385.163,1.972
103070,586337.995,4475385.19,1.953
103071,586336.907,4475385.192,1.937
103072,586335.91,4475385.294,1.925
103073,586334.916,4475385.435,1.914
103074,586333.944,4475385.519,1.896
103075,586332.983,4475385.586,1.878
103076,586331.998,4475385.62,1.864
103077,586330.967,4475385.611,1.847
103078,586329.927,4475385.546,1.851
103079,586328.875,4475385.483,1.801
103080,586327.881,4475385.381,1.783
103081,586326.835,4475385.376,1.753
103082,586325.819,4475385.452,1.747
103083,586324.794,4475385.587,1.703
103084,586323.744,4475385.65,1.681
103085,586322.703,4475385.677,1.674
103086,586321.727,4475385.581,1.685
103087,586320.745,4475385.463,1.686
103088,586319.794,4475385.308,1.703
103089,586318.847,4475385.181,1.711
103090,586317.796,4475385.079,1.736
103091,586316.883,4475384.905,1.762
103092,586315.928,4475384.712,1.789
103093,586314.992,4475384.576,1.817
103094,586314.081,4475384.397,1.851
103095,586313.149,4475384.222,1.877
103096,586312.23,4475384.031,1.932
103097,586311.352,4475383.949,1.954
103098,586310.448,4475383.775,1.989
103099,586309.57,4475383.483,2.029
103100,586308.69,4475383.365,2.071
103101,586307.805,4475383.396,2.109
103102,586306.834,4475383.414,2.145
103103,586305.844,4475383.495,2.193
103104,586304.892,4475383.654,2.247
103105,586303.947,4475383.785,2.292
103106,586303.029,4475383.854,2.359
103107,586302.071,4475384.028,2.39
103108,586301.2,4475384.032,2.447
103109,586300.251,4475384.03,2.501
103110,586299.286,4475384.072,2.552
103111,586298.309,4475383.974,2.584
103112,586297.298,4475383.987,2.629
103113,586296.353,4475383.871,2.668
103114,586295.362,4475383.761,2.702
103115,586294.338,4475383.583,2.774
103116,586293.39,4475383.367,2.823
103117,586292.373,4475383.109,2.881
103118,586291.319,4475382.875,2.891
103119,586290.331,4475382.693,2.933
103120,586289.341,4475382.473,2.957
103121,586288.337,4475382.362,2.978
103122,586287.302,4475382.315,3.002
103123,586286.275,4475382.261,3.03
103124,586285.219,4475382.334,3.053
103125,586284.264,4475382.446,3.085
103126,586283.306,4475382.634,3.08
103127,586282.32,4475382.789,3.106
103128,586281.373,4475382.917,3.122
103129,586280.378,4475383.101,3.145
103130,586279.413,4475383.272,3.141
103131,586278.528,4475383.581,3.153
103132,586277.603,4475383.716,3.171
103133,586276.624,4475383.901,3.14
103134,586275.744,4475384.072,3.136
103135,586274.783,4475384.214,3.156
103136,586273.795,4475384.242,3.146
103137,586272.773,4475384.176,3.165
103138,586271.925,4475384.037,3.168
103139,586271.006,4475383.995,3.168
103140,586270.041,4475383.8,3.154
103141,586269.097,4475383.605,3.155
103142,586268.253,4475383.464,3.184
103143,586267.464,4475383.244,3.167
103144,586266.671,4475383.011,3.172
103145,586265.863,4475382.76,3.178
103146,586265.24,4475382.445,3.225
103147,586264.361,4475382.129,3.265
103148,586263.63,4475381.854,3.433
103149,586263.605,4475381.833,3.424
103150,586263.618,4475381.836,3.432
103151,586263.645,4475381.851,3.433
103152,586263.656,4475381.853,3.43
103153,586269.371,4475358.585,3.495
103154,586269.376,4475358.559,3.491
103155,586269.432,4475358.518,3.475
103156,586269.876,4475358.555,3.088
103157,586270.482,4475358.767,3.102
103158,586271.006,4475358.9,3.152
103159,586271.496,4475358.841,3.208
103160,586271.834,4475358.971,3.244
103161,586271.823,4475359.062,3.235
103162,586271.72,4475359.018,3.214
103163,586271.675,4475359.16,3.226
103164,586271.862,4475359.489,3.251
103165,586272.27,4475359.779,3.284
103166,586272.925,4475359.946,3.324
103167,586273.624,4475359.858,3.353
103168,586274.262,4475359.714,3.38
103169,586274.96,4475359.704,3.39
103170,586275.649,4475359.532,3.385
103171,586276.471,4475359.376,3.376
103172,586277.318,4475359.192,3.344
103173,586278.068,4475359.117,3.34
103174,586278.918,4475359.13,3.301
103175,586279.739,4475359.023,3.232
103176,586280.672,4475358.899,3.221
103177,586281.581,4475358.817,3.159
103178,586282.392,4475358.834,3.147
103179,586283.222,4475358.81,3.104
103180,586284.076,4475358.824,3.106
103181,586284.958,4475358.897,3.079
103182,586285.825,4475359.089,3.11
103183,586286.615,4475359.467,3.071
103184,586287.396,4475359.754,3.048
103185,586288.306,4475360.035,3.016
103186,586289.074,4475360.318,3
103187,586289.98,4475360.584,2.976
103188,586290.801,4475360.85,2.963
103189,586291.663,4475361.114,2.944
103190,586292.53,4475361.212,2.95
103191,586293.402,4475361.259,2.924
103192,586294.371,4475361.353,2.904
103193,586295.38,4475361.318,2.883
103194,586296.277,4475361.342,2.846
103195,586297.278,4475361.286,2.8
103196,586298.308,4475361.275,2.778
103197,586299.346,4475361.295,2.726
103198,586300.275,4475361.333,2.685
103199,586301.237,4475361.345,2.644
103200,586302.199,4475361.4,2.592
103201,586303.25,4475361.462,2.53
103202,586304.311,4475361.606,2.466
103203,586305.392,4475361.712,2.407
103204,586306.479,4475361.868,2.346
103205,586307.572,4475361.906,2.29
103206,586308.598,4475362.084,2.222
103207,586309.61,4475362.233,2.172
103208,586310.692,4475362.27,2.107
103209,586311.75,4475362.391,2.062
103210,586312.81,4475362.529,2.02
103211,586313.902,4475362.686,1.986
103212,586314.987,4475362.883,1.942
103213,586316.007,4475362.886,1.896
103214,586316.925,4475362.93,1.865
103215,586317.868,4475362.865,1.85
103216,586318.821,4475362.702,1.832
103217,586319.819,4475362.532,1.783
103218,586320.799,4475362.258,1.777
103219,586321.693,4475362.028,1.758
103220,586322.718,4475361.928,1.734
103221,586323.706,4475361.69,1.737
103222,586324.609,4475361.475,1.721
103223,586325.496,4475361.488,1.728
103224,586326.49,4475361.379,1.728
103225,586327.522,4475361.193,1.748
103226,586328.469,4475361.09,1.725
103227,586329.412,4475361.111,1.745
103228,586330.494,4475361.108,1.759
103229,586331.433,4475361.038,1.815
103230,586332.457,4475361.013,1.835
103231,586333.478,4475360.986,1.861
103232,586334.521,4475361.028,1.889
103233,586335.57,4475361.063,1.918
103234,586336.58,4475361.137,1.934
103235,586337.582,4475361.249,1.964
103236,586338.607,4475361.355,1.953
103237,586339.587,4475361.41,1.978
103238,586340.469,4475361.57,2.001
103239,586341.485,4475361.691,2.006
103240,586342.516,4475361.744,2.063
103241,586343.592,4475361.859,2.103
103242,586344.669,4475361.937,2.13
103243,586345.643,4475362.037,2.169
103244,586346.576,4475362.077,2.165
103245,586347.503,4475362.101,2.244
103246,586348.536,4475362.127,2.237
103247,586349.539,4475362.152,2.269
103248,586350.592,4475362.107,2.291
103249,586351.636,4475362.015,2.305
103250,586352.665,4475361.986,2.328
103251,586353.678,4475362.038,2.36
103252,586354.71,4475362.163,2.38
103253,586355.664,4475362.215,2.452
103254,586356.676,4475362.302,2.493
103255,586357.692,4475362.508,2.506
103256,586358.707,4475362.747,2.535
103257,586359.779,4475362.872,2.564
103258,586360.794,4475362.985,2.589
103259,586361.848,4475363.141,2.579
103260,586362.801,4475363.202,2.632
103261,586363.969,4475363.322,2.654
103262,586365.162,4475363.434,2.663
103263,586366.274,4475363.452,2.682
