ID,X,Y,Z
300486,586364.177,4474619.156,3.707
300487,586364.318,4474619.116,3.682
300488,586364.752,4474619.116,3.687
300489,586365.359,4474618.853,3.688
300490,586366.015,4474618.499,3.715
300491,586366.596,4474618.114,3.753
300492,586367.277,4474617.787,3.773
300493,586367.949,4474617.585,3.757
300494,586368.817,4474617.542,3.726
300495,586369.662,4474617.676,3.719
300496,586370.44,4474617.863,3.73
300497,586371.298,4474617.769,3.731
300498,586372.2,4474617.784,3.733
300499,586373.19,4474617.54,3.79
300500,586374.055,4474617.089,3.844
300501,586374.728,4474616.569,3.868
300502,586375.327,4474616.202,3.868
300503,586375.264,4474616.13,3.875
300504,586375.128,4474616.32,3.888
300505,586375.039,4474616.237,3.887
300506,586375.054,4474616.3,3.896
300507,586375.06,4474616.298,3.897
300508,586375.061,4474616.3,3.899
300509,586372.925,4474617.747,3.759
300510,586372.918,4474617.767,3.764
300511,586372.915,4474617.769,3.769
300512,586372.921,4474617.758,3.758
300513,586372.91,4474617.77,3.764
300514,586372.922,4474617.77,3.758
300515,586373.156,4474617.963,3.758
300516,586373.71,4474618.28,3.75
300517,586374.264,4474618.534,3.748
300518,586374.846,4474618.993,3.782
300519,586375.504,4474619.358,3.821
300520,586376.243,4474619.824,3.846
300521,586377.03,4474620.138,3.888
300522,586377.754,4474620.289,3.924
300523,586378.632,4474620.47,3.936
300524,586379.54,4474620.478,3.933
300525,586380.413,4474620.54,3.894
300526,586381.253,4474620.392,3.87
300527,586382.076,4474620.164,3.854
300528,586382.877,4474620.092,3.86
300529,586383.711,4474620.05,3.906
300530,586384.545,4474620.115,3.945
300531,586385.447,4474620.197,3.931
300532,586386.261,4474620.33,3.935
300533,586387.075,4474620.53,3.968
300534,586387.988,4474620.613,3.97
300535,586388.854,4474620.912,3.922
300536,586389.712,4474621.33,3.905
300537,586390.468,4474621.844,3.878
300538,586391.333,4474622.201,3.833
300539,586392.126,4474622.522,3.792
300540,586392.881,4474622.796,3.753
300541,586393.753,4474623.028,3.671
300542,586394.606,4474623.192,3.608
300543,586395.558,4474623.258,3.571
300544,586396.542,4474623.286,3.503
300545,586397.512,4474623.291,3.463
300546,586398.485,4474623.284,3.455
300547,586399.478,4474623.272,3.464
300548,586400.485,4474623.293,3.447
300549,586401.497,4474623.207,3.468
300550,586402.543,4474623.215,3.463
300551,586403.62,4474623.356,3.471
300552,586404.658,4474623.534,3.485
300553,586405.685,4474623.653,3.472
300554,586406.67,4474623.813,3.442
300555,586407.73,4474623.993,3.421
300556,586408.752,4474624.149,3.453
300557,586409.783,4474624.361,3.432
300558,586410.797,4474624.61,3.49
300559,586411.745,4474624.817,3.525
300560,586412.647,4474624.975,3.529
300561,586413.637,4474625.149,3.451
300562,586414.589,4474625.289,3.401
300563,586415.582,4474625.529,3.467
300564,586416.589,4474625.736,3.472
300565,586417.56,4474625.976,3.478
300566,586418.646,4474626.323,3.428
300567,586419.626,4474626.681,3.493
300568,586420.591,4474627.062,3.561
300569,586421.628,4474627.373,3.543
300570,586422.524,4474627.566,3.497
300571,586423.495,4474627.802,3.524
300572,586424.462,4474627.903,3.446
300573,586425.433,4474628.109,3.323
300574,586426.421,4474628.32,3.261
300575,586427.45,4474628.55,3.223
300576,586428.472,4474628.747,3.182
300577,586429.538,4474628.927,3.184
300578,586430.625,4474628.919,3.165
300579,586431.717,4474628.902,3.154
300580,586432.73,4474628.799,3.125
300581,586433.779,4474628.754,3.092
300582,586434.875,4474628.774,3.073
300583,586435.934,4474628.784,3.071
300584,586436.938,4474628.899,3.042
300585,586437.969,4474629.009,3.019
300586,586438.858,4474629.273,2.996
300587,586439.816,4474629.594,2.96
300588,586440.732,4474630.121,2.925
300589,586441.662,4474630.617,2.885
300590,586442.599,4474631.22,2.894
300591,586443.486,4474631.821,2.838
300592,586444.357,4474632.348,2.838
300593,586445.168,4474632.86,2.849
300594,586446.04,4474633.265,2.768
300595,586446.72,4474633.435,2.737
300596,586447.451,4474633.344,2.743
300597,586448.24,4474632.979,2.749
300598,586449.03,4474632.499,2.693
300599,586449.8,4474631.979,2.704
300600,586450.685,4474631.526,2.688
300601,586451.618,4474631.255,2.642
300602,586452.521,4474631.387,2.632
300603,586453.499,4474631.636,2.593
300604,586454.422,4474632.104,2.538
300605,586455.317,4474632.69,2.516
300606,586456.181,4474633.353,2.489
300607,586457.117,4474633.994,2.455
300608,586457.964,4474634.72,2.393
300609,586458.848,4474635.221,2.325
300610,586459.633,4474635.412,2.269
300611,586460.475,4474635.304,2.254
300612,586461.373,4474635.003,2.232
300613,586462.309,4474634.648,2.23
300614,586463.299,4474634.345,2.187
300615,586464.333,4474634.189,2.142
300616,586465.322,4474634.176,2.082
300617,586466.275,4474634.341,2.015
300618,586467.26,4474634.524,1.94
300619,586468.127,4474634.985,1.827
300620,586469.057,4474635.298,1.747
300621,586469.901,4474635.821,1.681
300622,586470.696,4474636.371,1.655
300623,586471.465,4474636.941,1.674
300624,586472.305,4474637.411,1.616
300625,586473.245,4474637.591,1.543
300626,586474.194,4474637.619,1.538
300627,586475.173,4474637.615,1.532
300628,586476.157,4474637.483,1.516
300629,586477.137,4474637.489,1.504
300630,586478.08,4474637.38,1.481
300631,586479.036,4474637.183,1.464
300632,586479.941,4474637.007,1.455
300633,586480.849,4474636.959,1.453
300634,586481.823,4474636.9,1.439
300635,586482.863,4474636.938,1.437
300636,586483.869,4474637.114,1.452
300637,586484.771,4474637.403,1.446
300638,586485.646,4474637.726,1.49
300639,586486.523,4474638.274,1.481
300640,586487.427,4474638.649,1.483
300641,586488.332,4474639.122,1.467
300642,586489.259,4474639.618,1.422
300643,586490.165,4474640.149,1.383
300644,586491.036,4474640.63,1.323
300645,586491.93,4474641.049,1.265
300646,586492.836,4474641.359,1.179
300647,586493.807,4474641.331,1.116
300648,586494.684,4474641.138,1.067
300649,586495.553,4474640.788,1.017
300650,586496.519,4474640.464,0.987
300651,586497.507,4474640.211,0.947
300652,586498.528,4474640.14,0.895
300653,586499.565,4474640.128,0.831
300654,586500.565,4474640.186,0.775
300655,586501.644,4474640.266,0.693
300656,586502.629,4474640.489,0.623
300657,586503.552,4474640.705,0.538
300658,586504.495,4474641.046,0.439
300659,586505.39,4474641.47,0.348
300660,586506.174,4474641.954,0.248
300661,586506.924,4474642.517,0.148
300662,586507.78,4474642.838,0.048
300663,586508.612,4474642.998,-0.05
300664,586509.528,4474643.044,-0.103
300665,586510.458,4474643.037,-0.16
300666,586511.358,4474643.09,-0.209
300667,586512.258,4474643.218,-0.285
300668,586512.73,4474643.322,-0.326
300669,586512.682,4474643.345,-0.331
300670,586512.667,4474643.382,-0.343
300671,586512.667,4474643.389,-0.35
300672,586512.663,4474643.388,-0.351
300673,586512.664,4474643.391,-0.356
300674,586512.664,4474643.39,-0.353
300676,586489.47,4474664.336,-0.702
300677,586489.482,4474664.313,-0.702
300678,586489.377,4474664.37,-0.684
300679,586489.432,4474664.322,-0.682
300680,586489.442,4474664.314,-0.679
300681,586489.433,4474664.323,-0.682
300682,586489.408,4474664.294,-0.682
300683,586489.263,4474664.149,-0.654
300684,586488.882,4474664.028,-0.625
300685,586488.459,4474663.85,-0.573
300686,586487.948,4474663.732,-0.519
300687,586487.329,4474663.505,-0.43
300688,586486.623,4474663.391,-0.369
300689,586485.868,4474663.187,-0.292
300690,586485.034,4474662.96,-0.228
300691,586484.278,4474662.673,-0.151
300692,586483.458,4474662.498,-0.079
300693,586482.632,4474662.411,-0.019
300694,586481.858,4474662.27,0.046
300695,586481.007,4474662.148,0.104
300696,586480.16,4474661.908,0.184
300697,586479.242,4474661.823,0.257
300698,586478.303,4474661.603,0.35
300699,586477.36,4474661.476,0.425
300700,586476.436,4474661.343,0.497
300701,586475.522,4474661.252,0.572
300702,586474.561,4474661.109,0.651
300703,586473.607,4474660.947,0.728
300704,586472.669,4474660.892,0.772
300705,586471.672,4474660.756,0.858
300706,586470.64,4474660.692,0.925
300707,586469.644,4474660.667,1.003
300708,586468.721,4474660.763,1.06
300709,586467.76,4474660.848,1.118
300710,586466.948,4474661.054,1.137
300711,586466.286,4474661.194,1.14
300712,586465.572,4474660.887,1.183
300713,586464.885,4474660.532,1.218
300714,586464.179,4474659.968,1.233
300715,586463.494,4474659.394,1.265
300716,586462.718,4474658.811,1.32
300717,586461.992,4474658.239,1.359
300718,586461.214,4474657.813,1.364
300719,586460.47,4474657.537,1.391
300720,586459.666,4474657.336,1.421
300721,586458.795,4474657.262,1.415
300722,586457.889,4474657.361,1.409
300723,586456.987,4474657.59,1.389
300724,586456.034,4474657.66,1.393
300725,586455.085,4474657.787,1.374
300726,586454.176,4474657.882,1.365
300727,586453.267,4474657.996,1.389
300728,586452.377,4474658.097,1.405
300729,586451.473,4474658.223,1.435
300730,586450.528,4474658.19,1.471
300731,586449.636,4474657.903,1.512
300732,586448.736,4474657.613,1.55
300733,586447.914,4474657.19,1.578
300734,586447.237,4474656.905,1.659
300735,586446.531,4474656.528,1.67
300736,586445.807,4474656.175,1.75
300737,586444.963,4474655.901,1.804
300738,586444.182,4474655.633,1.883
300739,586443.305,4474655.418,1.946
300740,586442.394,4474655.259,2.059
300741,586441.442,4474655.02,2.155
300742,586440.615,4474655.058,2.238
300743,586439.714,4474655.035,2.37
300744,586438.817,4474655.092,2.521
300745,586438.006,4474655.086,2.605
300746,586437.186,4474655.057,2.619
300747,586436.399,4474655.081,2.621
300748,586435.584,4474655.096,2.597
300749,586434.724,4474655.234,2.613
300750,586433.893,4474655.287,2.616
300751,586433.101,4474655.187,2.631
300752,586432.331,4474654.926,2.664
300753,586431.536,4474654.457,2.667
300754,586430.859,4474653.987,2.696
300755,586430.022,4474653.43,2.742
300756,586429.271,4474652.918,2.79
300757,586428.443,4474652.415,2.97
300758,586427.664,4474652.067,2.993
300759,586427.031,4474651.648,2.961
300760,586426.227,4474651.252,2.852
300761,586425.335,4474650.947,2.85
300762,586424.321,4474650.784,2.882
300763,586423.29,4474650.537,2.912
300764,586422.332,4474650.547,2.918
300765,586421.364,4474650.575,2.917
300766,586420.334,4474650.67,2.955
300767,586419.347,4474650.847,2.968
300768,586418.355,4474650.996,2.991
300769,586417.32,4474651.072,3.03
300770,586416.291,4474650.996,3.039
300771,586415.245,4474650.823,3.061
300772,586414.235,4474650.613,3.1
300773,586413.363,4474650.288,3.118
300774,586412.407,4474649.939,3.124
300775,586411.542,4474649.501,3.165
300776,586410.683,4474649.059,3.181
300777,586409.831,4474648.584,3.164
300778,586408.921,4474648.335,3.203
300779,586407.999,4474648.225,3.225
300780,586406.987,4474648.042,3.222
300781,586406.019,4474647.907,3.223
300782,586405.035,4474647.669,3.268
300783,586404.111,4474647.431,3.281
300784,586403.155,4474647.416,3.292
300785,586402.143,4474647.272,3.4
300786,586401.117,4474647.421,3.434
300787,586400.15,4474647.355,3.492
300788,586399.161,4474647.375,3.506
300789,586398.203,4474647.393,3.507
300790,586397.353,4474647.374,3.577
300791,586396.375,4474647.419,3.549
300792,586395.464,4474647.248,3.502
300793,586394.563,4474646.969,3.39
300794,586393.502,4474646.578,3.402
300795,586392.469,4474646.202,3.4
300796,586391.52,4474645.66,3.431
300797,586390.578,4474645.37,3.442
300798,586389.647,4474645.165,3.462
300799,586388.726,4474644.908,3.499
300800,586387.786,4474644.925,3.514
300801,586386.834,4474645.058,3.526
300802,586385.846,4474645.248,3.569
300803,586384.811,4474645.48,3.582
300804,586383.784,4474645.691,3.616
300805,586382.731,4474645.861,3.665
300806,586381.724,4474645.812,3.753
300807,586380.702,4474645.763,3.875
300808,586379.701,4474645.696,3.909
300809,586378.839,4474645.723,3.881
300810,586377.921,4474645.881,3.885
300811,586376.898,4474645.941,3.907
300812,586375.858,4474646.113,3.938
300813,586375.251,4474646.151,4.019
300814,586374.832,4474645.935,4.021
300815,586374.234,4474645.561,4.019
300816,586373.607,4474644.855,4.057
300817,586372.994,4474643.956,4.13
300818,586372.488,4474643.129,4.264
300819,586371.993,4474642.384,4.311
300820,586371.592,4474641.699,4.333
300821,586371.523,4474641.436,4.382
300822,586371.492,4474641.372,4.391
300823,586371.4,4474641.313,4.407
300824,586370.947,4474641.147,4.485
300825,586370.282,4474641.232,4.551
300826,586369.643,4474641.416,4.585
300827,586368.979,4474641.527,4.623
300828,586368.319,4474641.773,4.67
300829,586367.65,4474641.722,4.705
300830,586367.024,4474641.597,4.628
300831,586366.479,4474641.486,4.529
300832,586366.01,4474641.16,4.311
300833,586365.395,4474640.88,4.077
300834,586364.723,4474640.526,3.905
300835,586364.029,4474640.184,3.79
300836,586363.84,4474640.101,3.796
300837,586363.88,4474640.124,3.792
300838,586363.711,4474640.096,3.775
300839,586363.287,4474640.17,3.767
300840,586363.161,4474640.204,3.76
300841,586362.924,4474640.551,3.754
300842,586362.332,4474640.952,3.739
300843,586361.627,4474641.47,3.711
300844,586360.875,4474641.758,3.676
300845,586360.036,4474641.861,3.604
300846,586359.188,4474641.744,3.562
300847,586358.187,4474641.715,3.522
300848,586357.195,4474641.5,3.503
300849,586356.21,4474641.398,3.511
300850,586355.221,4474641.324,3.513
300851,586354.249,4474641.192,3.569
300852,586353.258,4474641.061,3.609
300853,586352.312,4474640.84,3.581
300854,586351.392,4474640.405,3.548
300855,586350.574,4474639.879,3.518
300856,586349.636,4474639.427,3.507
300857,586348.742,4474638.969,3.526
300858,586347.803,4474638.526,3.608
300859,586346.923,4474638.185,3.748
300860,586346.147,4474637.765,3.959
300861,586345.52,4474637.443,4.104
300862,586345.091,4474637.475,4.158
300863,586344.357,4474637.457,4.241
300864,586343.573,4474637.581,4.281
300865,586342.724,4474637.636,4.216
300866,586342.478,4474637.73,4.182
300867,586342.511,4474637.688,4.189
300868,586342.513,4474637.7,4.184
300869,586342.512,4474637.703,4.182
300870,586330.713,4474662.586,4.339
300871,586330.666,4474662.648,4.341
300872,586330.681,4474662.634,4.347
300873,586330.784,4474662.584,4.337
300874,586331.085,4474662.662,4.341
300875,586331.257,4474662.822,4.332
300876,586331.588,4474662.806,4.289
300877,586332.036,4474663.007,4.193
300878,586332.483,4474663.237,4.097
300879,586332.89,4474663.249,4.014
300880,586333.107,4474663.302,3.974
300881,586333.386,4474663.524,3.893
300882,586333.715,4474663.711,3.825
300883,586333.994,4474663.845,3.763
300884,586334.085,4474663.945,3.732
300885,586334.288,4474663.985,3.689
300886,586334.628,4474663.956,3.683
300887,586335.056,4474663.746,3.658
300888,586335.585,4474663.507,3.627
300889,586336.185,4474663.323,3.611
300890,586336.973,4474663.133,3.626
300891,586337.732,4474662.916,3.65
300892,586338.541,4474662.839,3.604
300893,586339.435,4474662.967,3.604
300894,586340.236,4474663.269,3.618
300895,586341.085,4474663.517,3.583
300896,586341.869,4474663.728,3.596
300897,586342.7,4474664.078,3.591
300898,586343.566,4474664.411,3.597
300899,586344.366,4474664.871,3.616
300900,586345.11,4474665.306,3.588
300901,586345.86,4474665.554,3.622
300902,586346.61,4474665.78,3.633
300903,586347.371,4474665.933,3.634
300904,586348.117,4474665.858,3.653
300905,586348.773,4474665.64,3.659
300906,586349.429,4474665.208,3.685
300907,586350.139,4474664.893,3.727
300908,586350.914,4474664.459,3.695
300909,586351.657,4474664.209,3.682
300910,586352.529,4474664.007,3.64
300911,586353.395,4474663.906,3.657
300912,586354.343,4474664.078,3.666
300913,586355.303,4474664.472,3.678
300914,586356.131,4474665.063,3.715
300915,586356.863,4474665.777,3.738
300916,586357.509,4474666.55,3.711
300917,586358.126,4474667.302,3.721
300918,586358.785,4474668.015,3.798
300919,586359.495,4474668.45,3.791
300920,586360.325,4474668.694,3.787
300921,586361.217,4474668.786,3.783
300922,586362.109,4474668.717,3.836
300923,586363.026,4474668.613,3.847
300924,586363.956,4474668.467,3.839
300925,586364.804,4474668.274,3.809
300926,586365.674,4474668.253,3.873
300927,586366.595,4474668.265,3.778
300928,586367.371,4474668.331,3.699
300929,586368.255,4474668.372,3.661
300930,586369.217,4474668.433,3.618
300931,586370.188,4474668.343,3.565
300932,586371.142,4474668.365,3.523
300933,586372.156,4474668.366,3.468
300934,586373.169,4474668.355,3.441
300935,586374.199,4474668.378,3.416
300936,586375.136,4474668.54,3.403
300937,586376.005,4474668.937,3.358
300938,586376.894,4474669.378,3.334
300939,586377.775,4474669.866,3.311
300940,586378.618,4474670.358,3.307
300941,586379.557,4474670.773,3.289
300942,586380.491,4474671.25,3.315
300943,586381.368,4474671.584,3.318
300944,586382.319,4474671.809,3.313
300945,586383.233,4474671.802,3.311
300946,586384.207,4474671.714,3.323
300947,586385.112,4474671.631,3.314
300948,586386.054,4474671.48,3.311
300949,586387.046,4474671.397,3.293
300950,586388.009,4474671.351,3.291
300951,586388.958,4474671.361,3.264
300952,586389.819,4474671.489,3.262
300953,586390.746,4474671.66,3.223
300954,586391.708,4474671.663,3.232
300955,586392.637,4474671.783,3.221
300956,586393.539,4474671.985,3.215
300957,586394.347,4474672.107,3.174
300958,586395.229,4474672.305,3.23
300959,586396.174,4474672.444,3.175
300960,586397.062,4474672.732,3.131
300961,586397.994,4474672.986,3.113
300962,586398.977,4474673.248,3.121
300963,586399.878,4474673.499,3.209
300964,586400.705,4474673.695,3.244
300965,586401.441,4474673.957,3.278
300966,586402.188,4474674.29,3.134
300967,586402.949,4474674.623,3.11
300968,586403.868,4474674.965,3.08
300969,586404.733,4474675.257,2.918
300970,586405.603,4474675.412,2.822
300971,586406.463,4474675.455,2.805
300972,586407.376,4474675.512,2.813
300973,586408.347,4474675.528,2.713
300974,586409.284,4474675.653,2.725
300975,586410.247,4474675.769,2.609
300976,586411.268,4474675.835,2.585
300977,586412.244,4474675.968,2.627
300978,586413.17,4474676.133,2.633
300979,586414.124,4474676.211,2.666
300980,586415.091,4474676.351,2.721
300981,586416.056,4474676.423,2.716
300982,586416.988,4474676.589,2.698
300983,586417.925,4474676.758,2.675
300984,586418.823,4474676.854,2.691
300985,586419.746,4474677.026,2.82
300986,586420.706,4474677.127,2.748
300987,586421.546,4474677.359,2.754
300988,586422.243,4474677.683,2.765
300989,586422.888,4474678.014,2.769
300990,586423.684,4474678.322,2.791
300991,586424.704,4474678.445,2.783
300992,586425.625,4474678.674,2.745
300993,586426.516,4474678.884,2.632
300994,586427.369,4474678.972,2.549
300995,586428.321,4474679.082,2.383
300996,586429.245,4474679.006,2.288
300997,586430.217,4474678.971,2.233
300998,586431.273,4474678.9,2.134
300999,586432.309,4474678.86,2.049
301000,586433.345,4474678.834,1.956
301001,586434.39,4474678.891,1.875
301002,586435.414,4474679.002,1.726
301003,586436.426,4474679.065,1.721
301004,586437.4,4474679.342,1.673
301005,586438.259,4474679.42,1.685
301006,586439.26,4474679.576,1.676
301007,586440.134,4474679.769,1.68
301008,586441.047,4474680.043,1.68
301009,586441.932,4474680.412,1.666
301010,586442.818,4474680.805,1.642
301011,586443.703,4474681.234,1.565
301012,586444.511,4474681.71,1.461
301013,586445.415,4474682.068,1.345
301014,586446.322,4474682.398,1.253
301015,586447.26,4474682.665,1.137
301016,586448.087,4474682.818,1.033
301017,586448.99,4474682.841,0.91
301018,586449.896,4474682.89,0.816
301019,586450.832,4474682.836,0.734
301020,586451.797,4474682.769,0.642
301021,586452.777,4474682.743,0.552
301022,586453.788,4474682.833,0.453
301023,586454.748,4474682.953,0.371
301024,586455.816,4474683.01,0.287
301025,586456.88,4474683.151,0.188
301026,586457.964,4474683.316,0.089
301027,586459.012,4474683.529,-0.015
301028,586459.964,4474683.744,-0.105
301029,586460.945,4474683.965,-0.203
301030,586461.883,4474684.33,-0.299
301031,586462.822,4474684.719,-0.406
301032,586463.727,4474685.125,-0.507
301033,586464.545,4474685.54,-0.605
301034,586465.414,4474685.937,-0.701
301035,586466.197,4474686.315,-0.792
301036,586466.443,4474686.51,-0.806
301037,586466.503,4474686.466,-0.807
301038,586466.51,4474686.465,-0.805
301039,586466.502,4474686.469,-0.807
301040,586466.498,4474686.483,-0.799
301041,586466.502,4474686.473,-0.799
301042,586466.504,4474686.471,-0.803
301043,586466.506,4474686.481,-0.808
301044,586466.5,4474686.481,-0.812
301045,586453.657,4474707.186,-0.692
301046,586453.66,4474707.186,-0.698
301047,586453.665,4474707.187,-0.695
301048,586453.662,4474707.193,-0.695
301049,586453.611,4474707.184,-0.694
301050,586453.288,4474707.192,-0.66
301051,586452.689,4474707.259,-0.594
301052,586451.95,4474707.211,-0.513
301053,586451.135,4474707.104,-0.432
301054,586450.323,4474706.892,-0.342
301055,586449.437,4474706.691,-0.249
301056,586448.607,4474706.378,-0.169
301057,586447.771,4474706.031,-0.077
301058,586446.924,4474705.64,0.02
301059,586446.167,4474705.326,0.094
301060,586445.347,4474705.005,0.196
301061,586444.69,4474704.914,0.267
301062,586443.944,4474705.042,0.358
301063,586443.042,4474705.215,0.462
301064,586442.227,4474705.581,0.54
301065,586441.31,4474705.816,0.632
301066,586440.432,4474705.864,0.743
301067,586439.555,4474705.882,0.845
301068,586438.688,4474705.685,0.944
301069,586437.825,4474705.417,1.038
301070,586437.022,4474705.039,1.141
301071,586436.168,4474704.665,1.265
301072,586435.295,4474704.417,1.347
301073,586434.474,4474704.113,1.415
301074,586433.586,4474703.729,1.456
301075,586432.683,4474703.595,1.494
301076,586431.766,4474703.504,1.553
301077,586430.937,4474703.563,1.624
301078,586430.099,4474703.784,1.712
301079,586429.27,4474704.026,1.771
301080,586428.419,4474704.225,1.825
301081,586427.575,4474704.439,1.878
301082,586426.749,4474704.652,1.912
301083,586426.03,4474704.777,1.936
301084,586425.323,4474704.733,1.95
301085,586424.828,4474704.533,1.979
301086,586424.658,4474704.429,2.032
301087,586424.115,4474703.99,1.987
301088,586423.621,4474703.545,2.045
301089,586423.112,4474703.035,2.094
301090,586422.608,4474702.525,2.043
301091,586422.094,4474701.935,2.07
301092,586421.459,4474701.501,2.082
301093,586420.838,4474701.216,2.138
301094,586420.049,4474701.019,2.15
301095,586419.183,4474701.008,2.153
301096,586418.343,4474701.083,2.163
301097,586417.509,4474701.206,2.178
301098,586416.688,4474701.384,2.158
301099,586415.872,4474701.602,2.153
301100,586414.999,4474701.677,2.173
301101,586414.035,4474701.614,2.167
301102,586413.056,4474701.355,2.234
301103,586412.195,4474701.027,2.304
301104,586411.3,4474700.771,2.385
301105,586410.536,4474700.456,2.495
301106,586409.737,4474700.097,2.663
301107,586408.989,4474699.799,2.81
301108,586408.473,4474699.594,2.884
301109,586407.869,4474699.576,2.925
301110,586407.345,4474699.573,2.864
301111,586406.748,4474699.647,2.852
301112,586405.996,4474699.941,2.742
301113,586405.162,4474700.037,2.704
301114,586404.429,4474700.183,2.784
301115,586403.811,4474700.44,2.728
301116,586403.146,4474700.333,2.711
301117,586402.358,4474700.465,2.699
301118,586402.021,4474700.59,2.727
301119,586402.055,4474700.625,2.73
301120,586401.576,4474700.494,2.719
301121,586400.846,4474700.447,2.739
301122,586400.3,4474700.369,2.779
301123,586399.815,4474700.175,2.778
301124,586399.238,4474699.848,2.798
301125,586399.103,4474699.713,2.811
301126,586398.55,4474699.45,2.798
301127,586398.061,4474699.173,2.841
301128,586397.423,4474698.691,2.847
301129,586396.899,4474698.409,2.888
301130,586396.229,4474697.985,2.876
301131,586395.572,4474697.698,2.908
301132,586394.777,4474697.428,2.966
301133,586394.004,4474697.27,2.942
301134,586393.501,4474697.128,2.959
301135,586392.982,4474696.771,2.987
301136,586392.431,4474696.157,2.919
301137,586391.953,4474695.574,2.811
301138,586391.636,4474695.273,2.748
301139,586391.701,4474695.247,2.728
301140,586391.561,4474695.249,2.705
301141,586390.923,4474695.568,2.717
301142,586390.309,4474696.099,2.739
301143,586389.772,4474696.585,2.793
301144,586389.269,4474697.003,2.8
301145,586388.949,4474697.242,2.806
301146,586388.643,4474697.377,2.791
301147,586388.133,4474697.22,2.746
301148,586387.406,4474696.694,2.689
301149,586386.599,4474696.238,2.594
301150,586385.911,4474695.597,2.57
301151,586385.147,4474695.134,2.614
301152,586384.575,4474694.667,2.692
301153,586384.555,4474694.621,2.702
301154,586384.584,4474694.745,2.668
301155,586384.025,4474694.554,2.775
301156,586383.306,4474694.889,2.835
301157,586382.532,4474695.337,2.903
301158,586381.754,4474695.678,2.928
301159,586380.97,4474695.829,2.955
301160,586380.133,4474695.783,2.962
301161,586379.265,4474695.671,2.975
301162,586378.427,4474695.525,2.969
301163,586377.677,4474695.507,2.975
301164,586376.87,4474695.646,2.985
301165,586375.972,4474695.843,3.002
301166,586375.106,4474695.798,3.022
301167,586374.24,4474695.635,3.06
301168,586373.517,4474695.181,3.06
301169,586372.743,4474694.689,3.099
301170,586371.922,4474694.118,3.127
301171,586371.107,4474693.629,3.153
301172,586370.267,4474693.21,3.203
301173,586369.316,4474692.93,3.225
301174,586368.46,4474692.69,3.283
301175,586367.574,4474692.668,3.278
301176,586366.717,4474692.837,3.328
301177,586365.844,4474693.157,3.275
301178,586364.922,4474693.498,3.32
301179,586363.964,4474693.843,3.334
301180,586362.947,4474693.962,3.343
301181,586361.993,4474693.979,3.371
301182,586361.008,4474693.753,3.408
301183,586360.028,4474693.392,3.447
301184,586359.104,4474692.942,3.494
301185,586358.195,4474692.469,3.576
301186,586357.27,4474692.078,3.558
301187,586356.358,4474691.768,3.618
301188,586355.385,4474691.608,3.621
301189,586354.397,4474691.576,3.591
301190,586353.456,4474691.553,3.562
301191,586352.477,4474691.613,3.466
301192,586351.634,4474691.586,3.439
301193,586350.754,4474691.472,3.412
301194,586349.849,4474691.383,3.34
301195,586349.012,4474691.245,3.284
301196,586348.024,4474691.332,3.312
301197,586347.096,4474691.562,3.415
301198,586346.197,4474691.737,3.56
301199,586345.369,4474691.991,3.726
301200,586344.555,4474691.867,3.888
301201,586343.882,4474691.827,3.923
301202,586343.246,4474691.642,3.961
301203,586342.578,4474691.275,4.129
301204,586341.846,4474690.739,4.298
301205,586341.25,4474690.302,4.238
301206,586340.687,4474689.882,4.111
301207,586340.051,4474689.474,3.919
301208,586339.499,4474688.913,3.795
301209,586338.718,4474688.506,3.722
301210,586337.851,4474688.226,3.744
301211,586336.992,4474688.182,3.764
301212,586336.07,4474688.179,3.789
301213,586335.226,4474688.281,3.792
301214,586334.356,4474688.548,3.769
301215,586333.475,4474688.836,3.76
301216,586332.609,4474689.131,3.757
301217,586331.613,4474689.436,3.742
301218,586330.696,4474689.802,3.719
301219,586329.752,4474689.889,3.744
301220,586328.829,4474689.764,3.764
301221,586327.946,4474689.387,3.775
301222,586327.106,4474688.978,3.793
301223,586326.264,4474688.573,3.776
301224,586325.378,4474688.167,3.785
301225,586324.599,4474687.714,3.8
301226,586323.866,4474687.153,3.902
301227,586323.191,4474686.756,4.032
301228,586322.53,4474686.641,4.144
301229,586321.812,4474686.469,4.215
301230,586321.153,4474686.549,4.292
301231,586320.547,4474686.635,4.344
301232,586319.864,4474686.936,4.342
301233,586319.084,4474687.149,4.223
301234,586318.686,4474687.262,4.145
301235,586318.673,4474687.291,4.135
301236,586318.654,4474687.285,4.129
301237,586318.662,4474687.289,4.127
301238,586318.658,4474687.295,4.124
301239,586318.624,4474687.31,4.13
301240,586318.637,4474687.299,4.128
301241,586318.651,4474687.278,4.134
301242,586318.659,4474687.283,4.135
301243,586318.657,4474687.27,4.137
301244,586318.655,4474687.295,4.133
301245,586318.659,4474687.288,4.138
301246,586318.656,4474687.29,4.141
301247,586318.657,4474687.288,4.136
301248,586307.489,4474711.647,4.168
301249,586307.484,4474711.63,4.169
301250,586307.485,4474711.644,4.165
301251,586307.497,4474711.65,4.165
301252,586307.633,4474711.654,4.17
301253,586307.992,4474711.691,4.173
301254,586308.475,4474711.82,4.156
301255,586309.071,4474711.972,4.115
301256,586309.663,4474711.953,4.066
301257,586310.239,4474711.899,3.989
301258,586310.848,4474711.789,3.892
301259,586311.574,4474711.633,3.794
