ID,X,Y,Z
1344,586316.16,4475875.223,1.406
1345,586317.157,4475875.232,1.316
1346,586318.1,4475875.171,1.223
1347,586319,4475875.262,1.131
1348,586319.913,4475875.282,1.05
1349,586320.78,4475875.265,0.956
1350,586321.702,4475875.251,0.866
1351,586322.719,4475875.207,0.765
1352,586323.792,4475875.216,0.668
1353,586324.944,4475875.182,0.536
1354,586326.055,4475875.168,0.42
1355,586327.159,4475875.126,0.302
1356,586328.283,4475875.051,0.16
1357,586329.406,4475874.997,0.038
1358,586330.511,4475874.911,-0.085
1359,586331.608,4475874.815,-0.235
1360,586332.662,4475874.834,-0.381
1361,586333.476,4475874.894,-0.507
1362,586334.174,4475874.972,-0.601
1363,586334.914,4475875.015,-0.697
1364,586335.691,4475875.054,-0.805
1365,586336.362,4475875.108,-0.919
1366,586336.843,4475875.158,-1.01
1367,586336.954,4475875.185,-1.021
1368,586336.377,4475875.099,-0.91
1369,586336.185,4475875.186,-0.868
1370,586336.181,4475875.203,-0.866
1371,586336.204,4475875.189,-0.887
1372,586336.203,4475875.175,-0.892
1373,586341.716,4475850.364,-0.987
1374,586341.713,4475850.361,-0.99
1375,586341.713,4475850.351,-1.001
1376,586341.711,4475850.335,-1.01
1377,586341.692,4475850.381,-1.001
1378,586341.36,4475850.307,-0.953
1379,586340.992,4475850.321,-0.882
1380,586340.566,4475850.372,-0.826
1381,586340.256,4475850.311,-0.776
1382,586339.86,4475850.225,-0.73
1383,586339.343,4475850.198,-0.661
1384,586338.748,4475850.177,-0.583
1385,586338.147,4475850.127,-0.501
1386,586337.57,4475850.072,-0.417
1387,586336.986,4475850.091,-0.318
1388,586336.705,4475850.065,-0.277
1389,586336.488,4475850.046,-0.253
1390,586336.047,4475849.899,-0.199
1391,586335.531,4475849.734,-0.129
1392,586334.973,4475849.633,-0.055
1393,586334.479,4475849.619,0
1394,586333.937,4475849.733,0.064
1395,586333.414,4475849.844,0.114
1396,586332.871,4475849.964,0.177
1397,586332.254,4475849.983,0.234
1398,586331.629,4475850.05,0.313
1399,586331.033,4475850.243,0.396
1400,586330.37,4475850.406,0.472
1401,586329.759,4475850.348,0.541
1402,586329.127,4475850.41,0.595
1403,586328.479,4475850.36,0.659
1404,586327.827,4475850.398,0.725
1405,586327.1,4475850.354,0.786
1406,586326.419,4475850.32,0.856
1407,586325.744,4475850.232,0.91
1408,586325.051,4475850.335,0.986
1409,586324.341,4475850.296,1.047
1410,586323.588,4475850.213,1.117
1411,586322.819,4475850.158,1.178
1412,586322.103,4475850.085,1.228
1413,586321.414,4475850.087,1.289
1414,586320.787,4475850.14,1.341
1415,586320.146,4475850.152,1.399
1416,586319.497,4475850.183,1.451
1417,586318.867,4475850.169,1.488
1418,586318.783,4475850.175,1.491
1419,586318.75,4475850.292,1.482
1420,586318.806,4475850.372,1.477
1421,586318.691,4475850.215,1.511
1422,586317.935,4475850.215,1.563
1423,586317.027,4475850.081,1.628
1424,586316.111,4475849.956,1.681
1425,586315.169,4475849.785,1.736
1426,586314.202,4475849.738,1.799
1427,586313.291,4475849.733,1.858
1428,586312.371,4475849.842,1.903
1429,586311.474,4475850.024,1.953
1430,586310.86,4475850.134,1.977
1431,586310.214,4475850.233,1.985
1432,586309.323,4475850.229,2.005
1433,586308.356,4475850.308,2.02
1434,586307.366,4475850.334,2.031
1435,586306.386,4475850.367,2.045
1436,586305.373,4475850.382,2.07
1437,586304.211,4475850.405,2.114
1438,586303.067,4475850.394,2.166
1439,586301.938,4475850.452,2.204
1440,586300.896,4475850.449,2.266
1441,586299.855,4475850.438,2.317
1442,586298.733,4475850.434,2.352
1443,586297.597,4475850.471,2.393
1444,586296.479,4475850.507,2.442
1445,586295.35,4475850.561,2.456
1446,586294.201,4475850.644,2.467
1447,586293.006,4475850.675,2.505
1448,586291.811,4475850.685,2.475
1449,586290.669,4475850.676,2.47
1450,586289.49,4475850.673,2.462
1451,586288.347,4475850.558,2.461
1452,586287.213,4475850.521,2.452
1453,586286.055,4475850.521,2.444
1454,586284.861,4475850.523,2.419
1455,586283.686,4475850.569,2.386
1456,586282.495,4475850.664,2.347
1457,586281.313,4475850.7,2.316
1458,586280.148,4475850.641,2.305
1459,586278.994,4475850.457,2.261
1460,586277.841,4475850.371,2.228
1461,586276.647,4475850.203,2.177
1462,586275.482,4475850.07,2.141
1463,586274.268,4475850.021,2.074
1464,586273.182,4475849.981,2.045
1465,586272.095,4475849.952,1.99
1466,586270.928,4475849.923,1.954
1467,586269.758,4475850.003,1.895
1468,586268.597,4475850.007,1.846
1469,586267.432,4475849.995,1.824
1470,586266.224,4475850.036,1.801
1471,586264.998,4475849.984,1.765
1472,586263.794,4475849.962,1.73
1473,586262.618,4475849.936,1.726
1474,586261.481,4475849.837,1.696
1475,586260.449,4475849.797,1.689
1476,586259.379,4475849.782,1.667
1477,586258.299,4475849.881,1.67
1478,586257.295,4475850.157,1.663
1479,586256.274,4475850.337,1.679
1480,586255.241,4475850.467,1.662
1481,586254.21,4475850.474,1.692
1482,586253.197,4475850.557,1.724
1483,586252.202,4475850.635,1.74
1484,586251.2,4475850.643,1.76
1485,586250.133,4475850.589,1.795
1486,586249.043,4475850.619,1.818
1487,586247.99,4475850.593,1.843
1488,586246.943,4475850.563,1.891
1489,586245.867,4475850.608,1.93
1490,586244.798,4475850.61,1.974
1491,586243.821,4475850.645,2
1492,586243.029,4475850.578,2.03
1493,586242.206,4475850.446,2.07
1494,586241.293,4475850.389,2.134
1495,586240.43,4475850.425,2.172
1496,586239.572,4475850.491,2.191
1497,586238.724,4475850.545,2.263
1498,586237.99,4475850.53,2.33
1499,586237.345,4475850.519,2.399
1500,586236.868,4475850.506,2.452
1501,586236.676,4475850.493,2.47
1502,586236.603,4475850.509,2.47
1503,586236.524,4475850.454,2.476
1504,586236.176,4475850.413,2.514
1505,586235.802,4475850.446,2.541
1506,586235.539,4475850.476,2.571
1507,586235.155,4475850.473,2.599
1508,586234.937,4475850.457,2.61
1509,586234.966,4475850.506,2.619
1510,586234.968,4475850.518,2.625
1511,586234.973,4475850.53,2.625
1512,586234.979,4475850.526,2.622
1513,586223.548,4475825.406,2.57
1514,586223.548,4475825.411,2.568
1515,586223.548,4475825.404,2.571
1516,586223.541,4475825.369,2.575
1517,586223.532,4475825.363,2.581
1518,586223.685,4475825.323,2.558
1519,586223.986,4475825.408,2.529
1520,586224.395,4475825.378,2.505
1521,586224.871,4475825.364,2.504
1522,586225.256,4475825.313,2.489
1523,586225.738,4475825.391,2.48
1524,586226.258,4475825.317,2.48
1525,586226.596,4475825.307,2.48
1526,586226.553,4475825.33,2.483
1527,586226.479,4475825.239,2.469
1528,586226.569,4475825.094,2.459
1529,586226.692,4475825.137,2.486
1530,586227.411,4475825.198,2.487
1531,586228.165,4475825.266,2.491
1532,586228.929,4475825.374,2.468
1533,586229.898,4475825.436,2.455
1534,586230.854,4475825.395,2.438
1535,586231.836,4475825.361,2.428
1536,586232.816,4475825.292,2.44
1537,586233.749,4475825.198,2.42
1538,586234.669,4475825.113,2.399
1539,586235.52,4475825.004,2.382
1540,586236.457,4475824.79,2.354
1541,586236.945,4475824.686,2.347
1542,586236.977,4475824.657,2.339
1543,586236.993,4475824.687,2.335
1544,586236.986,4475824.688,2.332
1545,586236.985,4475824.682,2.342
1546,586245.561,4475825.469,2.115
1547,586245.565,4475825.48,2.117
1548,586245.564,4475825.48,2.119
1549,586245.571,4475825.491,2.116
1550,586245.68,4475825.447,2.119
1551,586246.143,4475825.456,2.107
1552,586246.58,4475825.381,2.088
1553,586246.888,4475825.364,2.103
1554,586247.474,4475825.255,2.054
1555,586248.15,4475825.071,2.046
1556,586248.85,4475824.997,2.007
1557,586249.557,4475824.899,1.946
1558,586250.355,4475824.748,1.945
1559,586251.099,4475824.686,1.914
1560,586251.723,4475824.734,1.888
1561,586252.398,4475824.831,1.86
1562,586253.039,4475824.907,1.858
1563,586253.732,4475824.936,1.815
1564,586254.497,4475824.869,1.784
1565,586255.282,4475824.73,1.797
1566,586256.095,4475824.643,1.787
1567,586256.86,4475824.54,1.787
1568,586257.726,4475824.454,1.748
1569,586258.386,4475824.521,1.748
1570,586258.792,4475824.595,1.756
1571,586259.422,4475824.7,1.751
1572,586260.183,4475824.876,1.737
1573,586261.002,4475825.178,1.72
1574,586261.809,4475825.336,1.691
1575,586262.378,4475825.416,1.712
1576,586263.056,4475825.413,1.701
1577,586263.721,4475825.326,1.718
1578,586264.452,4475825.161,1.72
1579,586265.269,4475825.13,1.711
1580,586266.057,4475825.127,1.745
1581,586266.888,4475825.079,1.751
1582,586267.728,4475825.058,1.755
1583,586268.581,4475825.022,1.797
1584,586269.475,4475825.025,1.814
1585,586270.404,4475825.028,1.841
1586,586271.303,4475825.188,1.866
1587,586272.185,4475825.296,1.878
1588,586273.017,4475825.28,1.925
1589,586273.851,4475825.333,1.955
1590,586274.715,4475825.358,1.987
1591,586275.604,4475825.41,2.031
1592,586276.541,4475825.361,2.074
1593,586277.472,4475825.342,2.138
1594,586278.375,4475825.303,2.154
1595,586279.319,4475825.307,2.222
1596,586280.318,4475825.254,2.254
1597,586281.336,4475825.215,2.289
1598,586282.385,4475825.154,2.314
1599,586283.415,4475825.11,2.348
1600,586284.523,4475825.1,2.369
1601,586285.596,4475825.171,2.377
1602,586286.655,4475825.231,2.414
1603,586287.67,4475825.352,2.447
1604,586288.705,4475825.382,2.451
1605,586289.694,4475825.355,2.484
1606,586290.738,4475825.339,2.49
1607,586291.745,4475825.338,2.487
1608,586292.825,4475825.306,2.499
1609,586293.948,4475825.336,2.508
1610,586295.092,4475825.324,2.499
1611,586296.211,4475825.355,2.47
1612,586297.356,4475825.397,2.48
1613,586298.47,4475825.415,2.476
1614,586299.579,4475825.388,2.459
1615,586300.655,4475825.382,2.431
1616,586301.752,4475825.335,2.386
1617,586302.826,4475825.3,2.366
1618,586303.89,4475825.242,2.307
1619,586304.929,4475825.23,2.246
1620,586305.983,4475825.214,2.197
1621,586307.067,4475825.235,2.136
1622,586308.185,4475825.221,2.08
1623,586309.299,4475825.214,2.052
1624,586310.398,4475825.179,2.046
1625,586311.433,4475825.22,2.033
1626,586312.51,4475825.221,2.021
1627,586313.573,4475825.248,2.01
1628,586314.632,4475825.255,1.989
1629,586315.711,4475825.258,1.97
1630,586316.71,4475825.192,1.953
1631,586317.707,4475825.15,1.912
1632,586318.766,4475825.103,1.855
1633,586319.792,4475825.121,1.808
1634,586320.812,4475825.069,1.718
1635,586321.79,4475825.04,1.628
1636,586322.803,4475825.072,1.538
1637,586323.829,4475825.05,1.44
1638,586324.842,4475825.092,1.347
1639,586325.877,4475825.157,1.261
1640,586326.907,4475825.2,1.159
1641,586327.875,4475825.312,1.061
1642,586328.877,4475825.402,0.957
1643,586329.854,4475825.444,0.857
1644,586330.843,4475825.453,0.749
1645,586331.853,4475825.479,0.629
1646,586332.913,4475825.402,0.505
1647,586333.951,4475825.361,0.395
1648,586334.998,4475825.357,0.271
1649,586336.007,4475825.308,0.157
1650,586337.018,4475825.288,0.036
1651,586338.002,4475825.237,-0.086
1652,586339.01,4475825.167,-0.222
1653,586340.006,4475825.117,-0.354
1654,586340.939,4475825.072,-0.487
1655,586341.867,4475825.003,-0.602
1656,586342.718,4475824.966,-0.711
1657,586343.306,4475824.916,-0.792
1658,586343.974,4475824.858,-0.882
1659,586344.819,4475824.737,-0.997
1660,586345.365,4475824.715,-1.08
1661,586345.094,4475824.787,-1.054
1662,586344.476,4475824.846,-0.949
1663,586343.852,4475824.942,-0.849
1664,586343.558,4475824.922,-0.813
1665,586343.585,4475824.96,-0.82
1666,586343.584,4475824.947,-0.817
1667,586347.801,4475800.526,-1.063
1668,586347.799,4475800.518,-1.068
1669,586347.798,4475800.516,-1.068
1670,586347.777,4475800.55,-1.069
1671,586347.801,4475800.512,-1.051
1672,586347.609,4475800.458,-1.003
1673,586347.456,4475800.442,-0.977
1674,586347.334,4475800.423,-0.956
1675,586346.938,4475800.417,-0.904
1676,586346.447,4475800.387,-0.849
1677,586345.925,4475800.296,-0.796
1678,586345.376,4475800.219,-0.712
1679,586344.824,4475800.145,-0.635
1680,586344.235,4475800.01,-0.559
1681,586343.667,4475799.904,-0.469
1682,586343.101,4475799.803,-0.394
1683,586342.583,4475799.553,-0.314
1684,586342.13,4475799.416,-0.254
1685,586341.693,4475799.28,-0.197
1686,586341.18,4475799.454,-0.136
1687,586340.689,4475799.374,-0.06
1688,586340.261,4475799.278,-0.016
1689,586339.767,4475799.277,0.06
1690,586339.544,4475799.362,0.089
1691,586339.571,4475799.259,0.08
1692,586339.591,4475799.229,0.073
1693,586339.585,4475799.236,0.08
1694,586339.58,4475799.242,0.079
1695,586344.225,4475800.512,-0.564
1696,586344.225,4475800.511,-0.565
1697,586344.225,4475800.516,-0.568
1698,586344.254,4475800.514,-0.57
1699,586344.11,4475800.517,-0.55
1700,586343.768,4475800.511,-0.497
1701,586343.441,4475800.519,-0.447
1702,586343.071,4475800.474,-0.404
1703,586342.652,4475800.413,-0.341
1704,586342.239,4475800.387,-0.286
1705,586341.854,4475800.323,-0.238
1706,586341.445,4475800.383,-0.179
1707,586341.042,4475800.311,-0.124
1708,586340.642,4475800.349,-0.072
1709,586340.183,4475800.303,-0.011
1710,586339.687,4475800.302,0.055
1711,586339.203,4475800.278,0.123
1712,586338.704,4475800.259,0.19
1713,586338.129,4475800.193,0.249
1714,586337.558,4475800.251,0.317
1715,586336.992,4475800.211,0.382
1716,586336.429,4475800.123,0.454
1717,586335.864,4475800.108,0.508
1718,586335.307,4475800.179,0.574
1719,586334.792,4475800.113,0.637
1720,586334.318,4475800.065,0.696
1721,586333.82,4475800.157,0.757
1722,586333.385,4475800.227,0.813
1723,586332.988,4475800.266,0.862
1724,586332.502,4475800.247,0.92
1725,586332,4475800.234,0.972
1726,586331.455,4475800.275,1.036
1727,586330.938,4475800.216,1.098
1728,586330.399,4475800.278,1.175
1729,586329.847,4475800.314,1.246
1730,586329.336,4475800.282,1.318
1731,586328.762,4475800.234,1.387
1732,586328.176,4475800.241,1.47
1733,586327.551,4475800.238,1.565
1734,586326.803,4475800.354,1.67
1735,586326.222,4475800.313,1.748
1736,586325.755,4475800.289,1.789
1737,586325.306,4475800.264,1.819
1738,586324.737,4475800.35,1.847
1739,586324.053,4475800.335,1.872
1740,586323.288,4475800.368,1.882
1741,586322.523,4475800.324,1.896
1742,586321.876,4475800.356,1.919
1743,586321.349,4475800.396,1.946
1744,586321.348,4475800.447,1.947
1745,586321.297,4475800.452,1.937
1746,586321.261,4475800.46,1.927
1747,586321.123,4475800.523,1.964
1748,586320.505,4475800.481,1.988
1749,586319.72,4475800.493,2.007
1750,586319.016,4475800.492,2.028
1751,586318.245,4475800.48,2.041
1752,586317.408,4475800.468,2.063
1753,586316.571,4475800.477,2.079
1754,586315.716,4475800.438,2.101
1755,586314.845,4475800.524,2.105
1756,586313.862,4475800.577,2.098
1757,586312.881,4475800.66,2.121
1758,586311.908,4475800.612,2.143
1759,586310.951,4475800.529,2.177
1760,586309.957,4475800.488,2.216
1761,586308.951,4475800.484,2.263
1762,586307.973,4475800.569,2.31
1763,586307.016,4475800.68,2.352
1764,586306.055,4475800.772,2.423
1765,586305.076,4475800.901,2.431
1766,586304.102,4475800.961,2.473
1767,586303.111,4475800.963,2.491
1768,586302.509,4475801.006,2.512
1769,586302.241,4475801.106,2.523
