ID,X,Y,Z
3085,586369.081,4475595.509,-1.027
3086,586368.291,4475595.523,-0.944
3087,586367.493,4475595.503,-0.799
3088,586366.678,4475595.385,-0.693
3089,586365.858,4475595.488,-0.565
3090,586365.049,4475595.427,-0.473
3091,586364.318,4475595.464,-0.382
3092,586364.073,4475595.394,-0.362
3093,586364.101,4475595.384,-0.359
3094,586364.095,4475595.448,-0.371
3095,586363.938,4475595.487,-0.34
3096,586363.286,4475595.357,-0.267
3097,586362.611,4475595.294,-0.186
3098,586361.861,4475595.211,-0.093
3099,586361.066,4475595.13,-0.006
3100,586360.197,4475595.051,0.102
3101,586359.375,4475595.007,0.214
3102,586358.62,4475594.896,0.31
3103,586357.886,4475594.757,0.396
3104,586357.223,4475594.704,0.467
3105,586356.575,4475594.711,0.557
3106,586355.851,4475594.875,0.647
3107,586355.131,4475595.046,0.749
3108,586354.422,4475595.272,0.854
3109,586353.683,4475595.522,0.942
3110,586352.963,4475595.577,1.03
3111,586352.234,4475595.665,1.127
3112,586351.536,4475595.694,1.224
3113,586350.82,4475595.644,1.322
3114,586350.138,4475595.569,1.406
3115,586349.465,4475595.449,1.508
3116,586348.798,4475595.284,1.607
3117,586348.171,4475595.068,1.703
3118,586347.608,4475595.052,1.773
3119,586347.05,4475595.076,1.853
3120,586346.411,4475595.104,1.952
3121,586345.725,4475595.213,2.029
3122,586344.967,4475595.314,2.123
3123,586344.245,4475595.435,2.208
3124,586343.656,4475595.469,2.249
3125,586343.013,4475595.513,2.28
3126,586342.34,4475595.583,2.287
3127,586341.676,4475595.657,2.294
3128,586340.957,4475595.473,2.301
3129,586340.221,4475595.253,2.277
3130,586339.445,4475595.002,2.265
3131,586338.667,4475594.757,2.242
3132,586337.997,4475594.604,2.229
3133,586337.268,4475594.591,2.207
3134,586336.407,4475594.682,2.185
3135,586335.574,4475594.782,2.183
3136,586334.815,4475594.998,2.2
3137,586334.195,4475595.094,2.224
3138,586333.433,4475595.184,2.268
3139,586332.519,4475595.296,2.315
3140,586331.52,4475595.412,2.353
3141,586330.487,4475595.439,2.423
3142,586329.415,4475595.534,2.466
3143,586328.423,4475595.523,2.502
3144,586327.427,4475595.537,2.546
3145,586326.461,4475595.532,2.604
3146,586325.576,4475595.573,2.642
3147,586324.725,4475595.546,2.681
3148,586323.853,4475595.394,2.7
3149,586322.948,4475595.227,2.711
3150,586322.05,4475595.138,2.703
3151,586321.161,4475595.029,2.7
3152,586320.252,4475594.971,2.674
3153,586319.372,4475595.015,2.67
3154,586318.47,4475595.018,2.673
3155,586317.494,4475595.096,2.647
3156,586316.555,4475595.097,2.654
3157,586315.619,4475595.037,2.67
3158,586314.664,4475595.024,2.639
3159,586313.701,4475595.075,2.586
3160,586312.69,4475595.058,2.547
3161,586311.699,4475595.13,2.545
3162,586310.689,4475595.18,2.521
3163,586309.814,4475595.247,2.523
3164,586308.857,4475595.194,2.508
3165,586307.882,4475595.114,2.494
3166,586306.856,4475595.036,2.456
3167,586305.946,4475594.909,2.446
3168,586305.088,4475594.797,2.402
3169,586304.171,4475594.709,2.397
3170,586303.125,4475594.616,2.372
3171,586302.08,4475594.535,2.32
3172,586301.121,4475594.422,2.295
3173,586300.133,4475594.532,2.294
3174,586299.142,4475594.58,2.284
3175,586298.156,4475594.634,2.23
3176,586297.165,4475594.6,2.194
3177,586296.124,4475594.593,2.151
3178,586295.096,4475594.592,2.127
3179,586294.006,4475594.576,2.094
3180,586292.901,4475594.597,2.013
3181,586291.771,4475594.597,1.968
3182,586290.681,4475594.631,1.933
3183,586289.605,4475594.633,1.921
3184,586288.58,4475594.634,1.89
3185,586287.483,4475594.63,1.863
3186,586286.39,4475594.595,1.86
3187,586285.325,4475594.639,1.886
3188,586284.291,4475594.65,1.91
3189,586283.291,4475594.725,1.94
3190,586282.304,4475594.67,1.988
3191,586281.26,4475594.697,2.054
3192,586280.182,4475594.676,2.123
3193,586279.188,4475594.722,2.173
3194,586278.231,4475594.756,2.259
3195,586277.286,4475594.858,2.318
3196,586276.347,4475594.91,2.36
3197,586275.327,4475594.925,2.391
3198,586274.299,4475594.925,2.433
3199,586273.332,4475594.755,2.485
3200,586272.365,4475594.582,2.511
3201,586271.391,4475594.424,2.501
3202,586270.368,4475594.288,2.535
3203,586269.342,4475594.214,2.569
3204,586268.422,4475594.224,2.572
3205,586267.499,4475594.307,2.568
3206,586266.424,4475594.363,2.573
3207,586265.342,4475594.409,2.577
3208,586264.27,4475594.523,2.589
3209,586263.122,4475594.671,2.568
3210,586261.991,4475594.785,2.551
3211,586260.863,4475594.931,2.56
3212,586259.706,4475594.969,2.53
3213,586258.567,4475594.959,2.529
3214,586257.515,4475594.863,2.554
3215,586256.513,4475594.825,2.615
3216,586255.469,4475594.728,2.653
3217,586254.476,4475594.665,2.69
3218,586253.462,4475594.549,2.712
3219,586252.387,4475594.439,2.714
3220,586251.252,4475594.362,2.716
3221,586250.073,4475594.303,2.727
3222,586248.917,4475594.278,2.733
3223,586247.855,4475594.276,2.74
3224,586246.742,4475594.26,2.732
3225,586245.6,4475594.294,2.725
3226,586244.501,4475594.289,2.782
3227,586243.342,4475594.26,2.751
3228,586242.137,4475594.276,2.752
3229,586241.027,4475594.235,2.785
3230,586239.895,4475594.232,2.822
3231,586238.745,4475594.178,2.835
3232,586237.649,4475594.241,2.877
3233,586236.544,4475594.26,2.932
3234,586235.386,4475594.243,2.922
3235,586234.339,4475594.237,2.974
3236,586233.254,4475594.148,2.999
3237,586232.174,4475594.097,3.058
3238,586231.136,4475593.914,3.08
3239,586230.06,4475593.844,3.138
3240,586228.98,4475593.791,3.183
3241,586227.943,4475593.791,3.244
3242,586226.914,4475593.737,3.292
3243,586225.926,4475593.738,3.364
3244,586224.937,4475593.761,3.467
3245,586224.041,4475593.875,3.603
3246,586223.134,4475594.041,3.654
3247,586222.355,4475594.169,3.748
3248,586221.729,4475594.182,3.793
3249,586221.682,4475594.19,3.799
3250,586221.697,4475594.219,3.797
3251,586221.707,4475594.204,3.797
3252,586221.71,4475594.213,3.798
3253,586231.365,4475568.789,3.686
3254,586231.367,4475568.788,3.684
3255,586231.369,4475568.787,3.683
3256,586231.372,4475568.791,3.684
3257,586231.351,4475568.771,3.685
3258,586231.346,4475568.742,3.689
3259,586231.492,4475568.707,3.669
3260,586231.805,4475568.729,3.621
3261,586232.064,4475568.744,3.585
3262,586232.354,4475568.845,3.536
3263,586232.769,4475568.841,3.467
3264,586233.272,4475568.921,3.392
3265,586233.771,4475568.978,3.356
3266,586234.256,4475569.032,3.291
3267,586234.732,4475569.145,3.216
3268,586235.191,4475569.258,3.184
3269,586235.682,4475569.401,3.144
3270,586235.837,4475569.417,3.139
3271,586235.741,4475569.534,3.15
3272,586235.906,4475569.469,3.14
3273,586235.863,4475569.457,3.154
3274,586236.276,4475569.672,3.141
3275,586236.869,4475570.035,3.092
3276,586237.031,4475570.101,3.073
3277,586237.036,4475570.116,3.075
3278,586236.894,4475570.052,3.084
3279,586236.333,4475569.708,3.113
3280,586235.725,4475569.436,3.146
3281,586235.14,4475569.261,3.193
3282,586234.604,4475569.051,3.242
3283,586234.353,4475568.88,3.274
3284,586234.652,4475568.899,3.229
3285,586235.185,4475568.901,3.194
3286,586235.674,4475568.956,3.166
3287,586236.333,4475569.085,3.149
3288,586237.064,4475569.233,3.107
3289,586237.897,4475569.299,3.057
3290,586238.643,4475569.308,3.039
3291,586239.289,4475569.131,3.017
3292,586239.976,4475568.872,2.977
3293,586240.767,4475568.706,2.945
3294,586241.524,4475568.497,2.925
3295,586242.32,4475568.321,2.885
3296,586242.987,4475568.199,2.877
3297,586243.465,4475568.13,2.869
3298,586243.951,4475568.128,2.859
3299,586244.593,4475568.256,2.826
3300,586244.895,4475568.37,2.81
3301,586244.442,4475568.196,2.822
3302,586243.831,4475568.08,2.839
3303,586243.377,4475568.009,2.862
3304,586242.924,4475568.117,2.871
3305,586242.728,4475568.077,2.878
3306,586242.221,4475568.137,2.893
3307,586241.61,4475568.243,2.896
3308,586241.089,4475568.524,2.935
3309,586240.487,4475568.761,2.946
3310,586239.959,4475569.042,2.973
3311,586239.447,4475569.285,2.993
3312,586239.391,4475569.276,2.995
3313,586239.788,4475569.311,2.994
3314,586240.274,4475569.329,2.965
3315,586240.739,4475569.35,2.949
3316,586241.04,4475569.294,2.915
3317,586241.469,4475569.257,2.893
3318,586241.94,4475569.073,2.863
3319,586242.458,4475568.838,2.855
3320,586242.845,4475568.811,2.864
3321,586243.158,4475568.719,2.858
3322,586243.502,4475568.728,2.857
3323,586243.978,4475568.82,2.837
3324,586244.504,4475568.95,2.804
3325,586244.983,4475569.066,2.788
3326,586245.367,4475569.099,2.772
3327,586245.981,4475569.118,2.753
3328,586246.6,4475569.18,2.769
3329,586247.378,4475569.286,2.715
3330,586248.115,4475569.233,2.684
3331,586248.771,4475569.193,2.683
3332,586249.542,4475569.09,2.668
3333,586250.332,4475569.068,2.668
3334,586251.081,4475569.049,2.668
3335,586251.933,4475569.086,2.657
3336,586252.713,4475569.075,2.689
3337,586253.48,4475569.096,2.655
3338,586254.182,4475569.138,2.627
3339,586255.036,4475569.228,2.63
3340,586255.914,4475569.285,2.631
3341,586256.693,4475569.275,2.629
3342,586257.506,4475569.251,2.615
3343,586258.369,4475569.227,2.604
3344,586259.234,4475569.137,2.589
3345,586260.133,4475569.091,2.582
3346,586261.014,4475569.045,2.574
3347,586261.906,4475569.047,2.564
3348,586262.783,4475569.039,2.557
3349,586263.636,4475569.001,2.554
3350,586264.475,4475569.053,2.559
3351,586265.339,4475569.18,2.56
3352,586266.229,4475569.395,2.55
3353,586267.056,4475569.51,2.563
3354,586267.845,4475569.523,2.552
3355,586268.652,4475569.457,2.565
3356,586269.417,4475569.391,2.561
3357,586270.247,4475569.386,2.561
3358,586271.141,4475569.317,2.553
3359,586271.869,4475569.345,2.565
3360,586272.491,4475569.323,2.566
3361,586273.241,4475569.283,2.57
3362,586274.024,4475569.325,2.559
3363,586274.86,4475569.327,2.528
3364,586275.758,4475569.342,2.543
3365,586276.705,4475569.346,2.522
3366,586277.634,4475569.338,2.49
3367,586278.543,4475569.356,2.474
3368,586279.54,4475569.357,2.42
3369,586280.483,4475569.3,2.375
3370,586281.458,4475569.269,2.321
3371,586282.469,4475569.235,2.227
3372,586283.371,4475569.242,2.16
3373,586284.284,4475569.208,2.089
3374,586285.118,4475569.332,2.039
3375,586286.03,4475569.477,1.988
3376,586286.98,4475569.541,1.938
3377,586287.836,4475569.539,1.918
3378,586288.671,4475569.471,1.92
3379,586289.414,4475569.467,1.923
3380,586290.217,4475569.509,1.943
3381,586291.031,4475569.551,1.946
3382,586291.857,4475569.585,2.003
3383,586292.71,4475569.654,1.991
3384,586293.514,4475569.684,2.024
3385,586294.43,4475569.682,2.041
3386,586295.346,4475569.734,2.075
3387,586296.253,4475569.769,2.098
3388,586297.1,4475569.825,2.125
3389,586297.984,4475569.785,2.154
3390,586298.849,4475569.808,2.183
3391,586299.717,4475569.818,2.203
3392,586300.601,4475569.822,2.231
3393,586301.466,4475569.772,2.257
3394,586302.296,4475569.751,2.276
3395,586303.168,4475569.774,2.298
3396,586304.041,4475569.798,2.319
3397,586304.926,4475569.745,2.324
3398,586305.754,4475569.802,2.367
3399,586306.664,4475569.795,2.38
3400,586307.521,4475569.821,2.403
3401,586308.395,4475569.859,2.414
3402,586309.258,4475569.857,2.431
3403,586310.12,4475569.94,2.44
3404,586310.987,4475569.866,2.463
3405,586311.884,4475569.831,2.478
3406,586312.792,4475569.851,2.502
3407,586313.705,4475569.882,2.54
3408,586314.611,4475569.941,2.556
3409,586315.465,4475569.941,2.568
3410,586316.267,4475569.897,2.57
3411,586317.155,4475569.871,2.53
3412,586317.984,4475569.887,2.536
3413,586318.817,4475569.898,2.557
3414,586319.662,4475569.885,2.578
3415,586320.49,4475569.857,2.646
3416,586321.317,4475569.772,2.679
3417,586322.162,4475569.724,2.671
3418,586322.89,4475569.743,2.673
3419,586323.485,4475569.789,2.683
3420,586324.22,4475569.837,2.678
3421,586324.771,4475569.822,2.676
3422,586325.34,4475569.803,2.659
3423,586325.968,4475569.751,2.657
3424,586326.692,4475569.701,2.617
3425,586327.45,4475569.726,2.617
3426,586328.273,4475569.656,2.59
3427,586329.131,4475569.652,2.588
3428,586330.029,4475569.706,2.551
3429,586330.916,4475569.799,2.514
3430,586331.843,4475569.922,2.472
3431,586332.827,4475569.949,2.44
3432,586333.712,4475570.073,2.41
3433,586334.62,4475570.02,2.371
3434,586335.499,4475570.038,2.34
3435,586336.327,4475570.09,2.307
3436,586337.272,4475570.151,2.287
3437,586338.173,4475570.208,2.274
3438,586339.052,4475570.25,2.273
3439,586339.879,4475570.335,2.268
3440,586340.649,4475570.336,2.275
3441,586341.425,4475570.328,2.279
3442,586342.172,4475570.332,2.288
3443,586342.892,4475570.28,2.292
3444,586343.445,4475570.321,2.298
3445,586343.87,4475570.245,2.294
3446,586344.524,4475570.233,2.3
3447,586345.274,4475570.25,2.277
3448,586345.933,4475570.279,2.241
3449,586346.545,4475570.267,2.176
3450,586346.656,4475570.207,2.163
3451,586346.681,4475570.243,2.164
3452,586346.69,4475570.232,2.163
3453,586346.728,4475570.267,2.162
3454,586347.108,4475570.321,2.119
3455,586347.799,4475570.369,2.017
3456,586348.584,4475570.391,1.923
3457,586349.374,4475570.445,1.825
3458,586350.09,4475570.456,1.729
3459,586350.816,4475570.458,1.637
3460,586351.57,4475570.45,1.535
3461,586352.378,4475570.485,1.432
3462,586353.18,4475570.516,1.337
3463,586353.992,4475570.538,1.227
3464,586354.805,4475570.511,1.112
3465,586355.558,4475570.495,1.016
3466,586356.159,4475570.388,0.946
3467,586356.878,4475570.387,0.862
3468,586357.716,4475570.439,0.759
3469,586358.472,4475570.459,0.654
3470,586359.206,4475570.483,0.547
3471,586359.987,4475570.518,0.449
3472,586360.771,4475570.584,0.349
3473,586361.523,4475570.573,0.246
3474,586362.352,4475570.606,0.142
3475,586363.151,4475570.59,0.048
3476,586363.953,4475570.558,-0.042
3477,586364.726,4475570.479,-0.126
3478,586365.422,4475570.434,-0.198
3479,586366.202,4475570.4,-0.278
3480,586367.01,4475570.444,-0.375
3481,586367.801,4475570.451,-0.481
3482,586368.595,4475570.508,-0.593
3483,586369.424,4475570.618,-0.696
3484,586370.24,4475570.725,-0.811
3485,586370.998,4475570.816,-0.934
3486,586371.482,4475570.813,-1.012
3487,586371.836,4475570.922,-1.063
3488,586371.888,4475570.904,-1.089
3489,586371.89,4475570.893,-1.09
3490,586371.894,4475570.893,-1.093
3491,586371.896,4475570.897,-1.095
3492,586371.885,4475570.897,-1.091
3493,586374.682,4475545.549,-1.043
3494,586374.684,4475545.559,-1.04
3495,586374.688,4475545.556,-1.038
3496,586374.688,4475545.561,-1.04
3497,586374.662,4475545.606,-1.03
3498,586374.457,4475545.582,-1.004
3499,586374.098,4475545.546,-0.956
3500,586373.669,4475545.501,-0.899
3501,586373.268,4475545.527,-0.832
3502,586373.116,4475545.459,-0.81
3503,586373.027,4475545.436,-0.792
3504,586373.035,4475545.442,-0.791
3505,586373.037,4475545.461,-0.795
3506,586373.037,4475545.449,-0.793
3507,586373.079,4475545.509,-0.827
3508,586373.081,4475545.524,-0.831
3509,586373.077,4475545.515,-0.829
3510,586373.095,4475545.487,-0.82
3511,586373.071,4475545.457,-0.813
3512,586372.688,4475545.424,-0.748
3513,586372.131,4475545.334,-0.673
3514,586371.494,4475545.228,-0.6
3515,586370.868,4475545.131,-0.516
3516,586370.264,4475545.053,-0.433
3517,586369.938,4475545.007,-0.393
3518,586369.637,4475544.911,-0.352
3519,586369.352,4475544.775,-0.319
3520,586368.98,4475544.671,-0.269
3521,586368.482,4475544.688,-0.208
3522,586368.099,4475544.785,-0.173
3523,586367.676,4475544.981,-0.129
3524,586367.223,4475545.221,-0.075
3525,586366.838,4475545.383,-0.022
3526,586366.419,4475545.41,0.021
3527,586365.999,4475545.367,0.077
3528,586365.502,4475545.271,0.128
3529,586364.902,4475545.237,0.21
3530,586364.351,4475545.186,0.278
3531,586363.837,4475545.26,0.354
3532,586363.354,4475545.251,0.423
3533,586362.894,4475545.221,0.485
3534,586362.321,4475545.27,0.563
3535,586361.712,4475545.302,0.637
3536,586361.137,4475545.257,0.716
3537,586360.609,4475545.238,0.785
3538,586360.101,4475545.195,0.848
3539,586359.527,4475545.255,0.92
3540,586358.921,4475545.201,1
3541,586358.314,4475545.22,1.071
3542,586357.757,4475545.27,1.146
3543,586357.145,4475545.176,1.229
3544,586356.582,4475545.192,1.308
3545,586355.996,4475545.142,1.379
3546,586355.397,4475545.193,1.456
3547,586354.795,4475545.177,1.545
3548,586354.183,4475545.109,1.625
3549,586353.558,4475545.219,1.722
3550,586352.96,4475545.135,1.801
3551,586352.369,4475545.142,1.878
3552,586351.762,4475545.19,1.943
3553,586351.157,4475545.088,2.001
3554,586350.694,4475545.039,2.053
3555,586350.156,4475545.053,2.122
3556,586349.591,4475545.061,2.173
3557,586349.064,4475545.134,2.23
3558,586348.51,4475545.216,2.271
3559,586347.981,4475545.208,2.285
3560,586347.829,4475545.286,2.291
3561,586347.767,4475545.326,2.294
3562,586347.808,4475545.359,2.292
3563,586347.752,4475545.308,2.317
3564,586347.579,4475545.2,2.33
3565,586347.348,4475545.199,2.316
3566,586346.815,4475545.088,2.314
3567,586346.184,4475545.003,2.328
3568,586345.429,4475545.011,2.312
3569,586344.758,4475545.019,2.318
3570,586344.085,4475545.091,2.318
3571,586343.285,4475545.081,2.324
3572,586342.522,4475545.112,2.333
3573,586341.815,4475545.118,2.354
3574,586341.091,4475545.199,2.363
3575,586340.353,4475545.248,2.374
3576,586339.546,4475545.307,2.396
3577,586338.768,4475545.36,2.423
3578,586337.989,4475545.252,2.449
3579,586337.133,4475545.243,2.481
3580,586336.302,4475545.239,2.501
3581,586335.423,4475545.182,2.521
3582,586334.559,4475545.14,2.557
3583,586333.702,4475545.1,2.582
3584,586332.879,4475545.092,2.603
3585,586331.984,4475545.096,2.653
3586,586331.087,4475545.119,2.664
3587,586330.192,4475545.114,2.686
3588,586329.257,4475545.126,2.7
3589,586328.293,4475545.184,2.68
3590,586327.326,4475545.226,2.705
3591,586326.356,4475545.225,2.679
3592,586325.364,4475545.125,2.64
3593,586324.448,4475545.03,2.572
3594,586323.581,4475544.913,2.547
3595,586322.654,4475544.948,2.524
3596,586321.778,4475544.946,2.516
3597,586320.8,4475544.963,2.481
3598,586319.753,4475545.063,2.472
3599,586318.748,4475545.134,2.478
3600,586317.746,4475545.168,2.459
3601,586316.776,4475545.119,2.459
3602,586315.795,4475545.04,2.429
3603,586314.822,4475544.929,2.391
3604,586313.824,4475544.766,2.349
3605,586312.787,4475544.656,2.328
3606,586311.77,4475544.504,2.328
3607,586310.77,4475544.405,2.297
3608,586309.775,4475544.3,2.275
3609,586308.712,4475544.333,2.246
3610,586307.669,4475544.357,2.226
3611,586306.642,4475544.407,2.231
3612,586305.604,4475544.518,2.173
3613,586304.524,4475544.505,2.156
3614,586303.392,4475544.529,2.117
3615,586302.28,4475544.468,2.083
3616,586301.144,4475544.489,2.034
3617,586300.076,4475544.418,1.995
3618,586299.022,4475544.389,1.986
3619,586297.935,4475544.342,1.976
3620,586296.853,4475544.26,1.946
3621,586295.824,4475544.281,1.935
3622,586294.773,4475544.343,1.937
3623,586293.74,4475544.409,1.945
3624,586292.742,4475544.456,1.965
3625,586291.702,4475544.512,1.98
3626,586290.667,4475544.549,1.992
3627,586289.628,4475544.573,2.005
3628,586288.648,4475544.56,2.024
3629,586287.724,4475544.601,2.067
3630,586286.785,4475544.614,2.091
3631,586285.864,4475544.587,2.119
3632,586284.954,4475544.649,2.189
3633,586284.048,4475544.71,2.26
3634,586283.091,4475544.76,2.328
3635,586282.205,4475544.721,2.411
3636,586281.307,4475544.81,2.456
3637,586280.416,4475544.79,2.499
3638,586279.495,4475544.756,2.533
3639,586278.593,4475544.679,2.534
3640,586277.649,4475544.695,2.551
3641,586276.666,4475544.681,2.559
3642,586275.68,4475544.563,2.568
3643,586274.779,4475544.553,2.59
3644,586273.779,4475544.521,2.577
3645,586272.866,4475544.49,2.606
3646,586271.91,4475544.532,2.597
3647,586271.017,4475544.522,2.609
3648,586270.156,4475544.581,2.609
3649,586269.32,4475544.62,2.604
3650,586268.43,4475544.621,2.593
3651,586267.513,4475544.554,2.611
3652,586266.528,4475544.413,2.616
3653,586265.507,4475544.286,2.614
3654,586264.464,4475544.178,2.596
3655,586263.479,4475544.062,2.581
3656,586262.486,4475544.013,2.593
3657,586261.5,4475543.969,2.642
3658,586260.564,4475543.948,2.662
3659,586259.611,4475543.902,2.681
3660,586258.68,4475543.934,2.696
3661,586257.649,4475543.934,2.696
3662,586256.646,4475543.947,2.69
3663,586255.668,4475543.92,2.738
3664,586254.65,4475543.94,2.752
3665,586253.629,4475543.971,2.788
3666,586252.587,4475543.996,2.808
3667,586251.591,4475544.054,2.859
3668,586250.575,4475544.06,2.898
3669,586249.541,4475544.055,2.93
3670,586248.511,4475544.04,2.964
3671,586247.579,4475543.974,2.996
3672,586246.651,4475543.912,3.016
3673,586245.693,4475543.806,3.034
3674,586244.697,4475543.814,3.063
3675,586243.786,4475543.862,3.13
3676,586242.986,4475543.855,3.18
3677,586242.147,4475543.805,3.245
3678,586241.318,4475543.729,3.342
3679,586240.536,4475543.688,3.464
3680,586239.837,4475543.645,3.574
3681,586239.273,4475543.708,3.636
3682,586239.205,4475543.745,3.636
3683,586239.194,4475543.679,3.642
3684,586239.212,4475543.676,3.634
3685,586239.206,4475543.672,3.633
3686,586239.214,4475543.653,3.636
3687,586247.568,4475518.464,3.603
3688,586247.567,4475518.471,3.601
3689,586247.572,4475518.469,3.597
3690,586247.573,4475518.451,3.609
3691,586247.558,4475518.419,3.616
3692,586247.644,4475518.446,3.631
3693,586247.925,4475518.474,3.635
3694,586248.226,4475518.606,3.598
3695,586248.562,4475518.648,3.524
3696,586248.818,4475518.705,3.487
3697,586248.866,4475518.723,3.467
3698,586248.994,4475518.703,3.437
3699,586249.16,4475518.686,3.395
3700,586249.29,4475518.651,3.369
3701,586249.514,4475518.592,3.327
3702,586249.713,4475518.517,3.294
3703,586249.977,4475518.483,3.248
3704,586250.23,4475518.368,3.212
3705,586250.491,4475518.34,3.184
3706,586250.567,4475518.223,3.169
3707,586250.385,4475518.29,3.195
3708,586249.987,4475518.303,3.256
3709,586249.619,4475518.323,3.334
3710,586249.15,4475518.322,3.436
3711,586248.68,4475518.327,3.529
3712,586248.204,4475518.316,3.607
3713,586247.77,4475518.294,3.618
3714,586247.601,4475518.258,3.618
3715,586247.616,4475518.288,3.604
3716,586247.623,4475518.287,3.609
3717,586247.621,4475518.297,3.608
3718,586250.194,4475518.249,3.204
3719,586250.198,4475518.259,3.202
3720,586250.201,4475518.261,3.209
3721,586250.217,4475518.275,3.203
3722,586250.371,4475518.278,3.176
3723,586250.784,4475518.395,3.12
3724,586251.278,4475518.443,3.057
3725,586251.773,4475518.503,3.007
3726,586252.267,4475518.573,2.982
3727,586252.824,4475518.542,2.952
3728,586253.372,4475518.439,2.926
3729,586254.114,4475518.383,2.903
3730,586254.886,4475518.339,2.863
3731,586255.68,4475518.332,2.842
3732,586256.566,4475518.375,2.832
3733,586257.397,4475518.39,2.814
3734,586258.301,4475518.475,2.797
3735,586259.187,4475518.554,2.78
3736,586260.108,4475518.607,2.768
3737,586260.995,4475518.622,2.761
3738,586261.847,4475518.716,2.752
3739,586262.711,4475518.735,2.743
3740,586263.554,4475518.784,2.75
3741,586264.392,4475518.69,2.775
3742,586265.281,4475518.614,2.785
3743,586266.2,4475518.577,2.796
3744,586267.128,4475518.575,2.76
3745,586268.007,4475518.56,2.756
3746,586268.898,4475518.502,2.744
3747,586269.868,4475518.406,2.702
3748,586270.865,4475518.382,2.676
3749,586271.87,4475518.425,2.674
3750,586272.796,4475518.428,2.676
3751,586273.818,4475518.436,2.671
3752,586274.857,4475518.388,2.675
3753,586275.945,4475518.386,2.617
3754,586277.008,4475518.421,2.609
3755,586278.082,4475518.466,2.589
3756,586279.111,4475518.489,2.572
3757,586280.129,4475518.45,2.543
3758,586281.199,4475518.446,2.515
3759,586282.256,4475518.481,2.501
3760,586283.308,4475518.504,2.473
3761,586284.325,4475518.56,2.446
3762,586285.33,4475518.593,2.403
3763,586286.36,4475518.658,2.355
3764,586287.426,4475518.719,2.297
3765,586288.528,4475518.779,2.216
3766,586289.612,4475518.832,2.149
3767,586290.672,4475518.938,2.073
3768,586291.787,4475519.04,2.022
3769,586292.84,4475519.057,1.988
3770,586293.987,4475519.089,1.916
3771,586295.104,4475519.064,1.893
3772,586296.212,4475519.063,1.885
3773,586297.287,4475519.129,1.889
3774,586298.385,4475519.192,1.887
3775,586299.433,4475519.256,1.882
3776,586300.524,4475519.261,1.882
3777,586301.584,4475519.289,1.943
3778,586302.688,4475519.301,1.914
3779,586303.728,4475519.211,1.927
3780,586304.792,4475519.088,1.949
3781,586305.785,4475519.056,1.988
3782,586306.83,4475519.137,2.006
3783,586307.847,4475519.103,2.016
3784,586308.899,4475519.099,2.059
3785,586309.891,4475519.12,2.084
3786,586310.896,4475519.185,2.129
3787,586311.928,4475519.253,2.155
3788,586312.972,4475519.273,2.186
3789,586314.041,4475519.271,2.203
3790,586315.103,4475519.281,2.224
3791,586316.198,4475519.303,2.253
3792,586317.22,4475519.279,2.265
3793,586318.198,4475519.279,2.283
3794,586319.242,4475519.336,2.327
3795,586320.327,4475519.416,2.369
3796,586321.425,4475519.441,2.409
3797,586322.509,4475519.494,2.428
3798,586323.537,4475519.556,2.445
3799,586324.547,4475519.631,2.458
3800,586325.615,4475519.705,2.46
3801,586326.67,4475519.798,2.468
3802,586327.643,4475519.785,2.498
3803,586328.499,4475519.855,2.532
3804,586329.409,4475519.824,2.561
3805,586330.239,4475519.773,2.572
3806,586331.169,4475519.68,2.575
3807,586332.16,4475519.437,2.553
3808,586333.211,4475519.209,2.546
3809,586334.326,4475519.173,2.536
3810,586335.363,4475519.213,2.537
3811,586336.374,4475519.186,2.556
3812,586337.371,4475519.13,2.587
3813,586338.364,4475519.111,2.584
3814,586339.337,4475519.146,2.559
3815,586340.341,4475519.067,2.514
3816,586341.415,4475519.104,2.483
3817,586342.476,4475519.103,2.443
3818,586343.507,4475519.065,2.392
3819,586344.514,4475519.091,2.379
3820,586345.566,4475519.233,2.341
3821,586346.587,4475519.347,2.325
3822,586347.574,4475519.415,2.305
3823,586348.528,4475519.458,2.309
3824,586349.444,4475519.52,2.301
3825,586350.376,4475519.585,2.315
3826,586351.322,4475519.628,2.321
3827,586352.268,4475519.636,2.317
3828,586353.159,4475519.599,2.309
3829,586353.899,4475519.608,2.281
3830,586354.528,4475519.581,2.245
3831,586355.237,4475519.612,2.163
3832,586355.953,4475519.646,2.082
3833,586356.758,4475519.724,1.976
3834,586357.565,4475519.687,1.867
3835,586358.351,4475519.732,1.755
3836,586359.205,4475519.754,1.63
3837,586360.097,4475519.847,1.504
3838,586361.032,4475519.977,1.383
3839,586362.032,4475519.982,1.259
3840,586362.959,4475520.11,1.145
3841,586363.882,4475520.172,1.032
3842,586364.821,4475520.299,0.915
3843,586365.793,4475520.317,0.795
3844,586366.702,4475520.268,0.667
3845,586367.273,4475520.259,0.592
3846,586367.858,4475520.248,0.517
3847,586368.646,4475520.167,0.413
3848,586369.445,4475520.025,0.311
3849,586370.257,4475519.891,0.22
3850,586371.039,4475519.813,0.125
3851,586371.827,4475519.866,0.026
3852,586372.568,4475519.909,-0.058
3853,586373.33,4475519.981,-0.149
3854,586374.135,4475520.014,-0.247
3855,586374.983,4475520.05,-0.355
3856,586375.841,4475520.081,-0.471
3857,586376.745,4475520.137,-0.599
