1,586440.00309900000,4474581.50933000000
1,586439.25466200000,4474581.54752000000
1,586431.25100000000,4474581.41522000000
1,586422.05671000000,4474581.81210000000
1,586415.44211400000,4474582.93658000000
1,586408.36449600000,4474584.59023000000
1,586404.17028300000,4474585.81354000000
1,586677.08429000000,4474621.74329000000
1,586681.00012200000,4474592.00012000000
1,586480.89927400000,4474565.65632000000
1,586476.91184300000,4474570.64061000000
1,586471.35558200000,4474574.87396000000
1,586464.21181800000,4474579.10730000000
1,586457.06805300000,4474580.95938000000
1,586446.22011500000,4474581.75314000000
1,586440.00309900000,4474581.50933000000
2,586404.17028300000,4474585.81354000000
2,586403.60198600000,4474585.97930000000
2,586398.50874700000,4474586.83919000000
2,586393.54779900000,4474587.63295000000
2,586387.13164100000,4474588.95586000000
2,586381.57538000000,4474590.60951000000
2,586376.81287000000,4474592.66004000000
2,586373.96859300000,4474594.51213000000
2,586373.95469700000,4474594.52090000000
2,586367.10954000000,4474599.74484000000
2,586354.55169200000,4474609.53996000000
2,586673.16851800000,4474651.48669000000
2,586677.08429000000,4474621.74329000000
2,586404.17028300000,4474585.81354000000
3,586354.55169200000,4474609.53996000000
3,586353.88034700000,4474610.06361000000
3,586345.41366300000,4474619.05946000000
3,586334.03655700000,4474637.05116000000
3,586334.01568500000,4474637.09528000000
3,586669.25268600000,4474681.23010000000
3,586673.16851800000,4474651.48669000000
3,586354.55169200000,4474609.53996000000
4,586334.01568500000,4474637.09528000000
4,586322.39486700000,4474661.65746000000
4,586320.35919300000,4474665.55630000000
4,586665.33691400000,4474710.97351000000
4,586669.25268600000,4474681.23010000000
4,586334.01568500000,4474637.09528000000
5,586320.35919300000,4474665.55630000000
5,586306.78441900000,4474691.55544000000
5,586305.76672300000,4474693.89397000000
5,586661.42108200000,4474740.71667000000
5,586665.33691400000,4474710.97351000000
5,586320.35919300000,4474665.55630000000
6,586305.76672300000,4474693.89397000000
6,586294.34897800000,4474720.13050000000
6,586293.34065600000,4474722.51686000000
6,586657.50531000000,4474770.46008000000
6,586661.42108200000,4474740.71667000000
6,586305.76672300000,4474693.89397000000
7,586293.34065600000,4474722.51686000000
7,586286.41146200000,4474738.91595000000
7,586281.97769400000,4474751.27983000000
7,586653.58947800000,4474800.20349000000
7,586657.50531000000,4474770.46008000000
7,586293.34065600000,4474722.51686000000
8,586281.97769400000,4474751.27983000000
8,586277.15102700000,4474764.73934000000
8,586272.42107400000,4474780.28061000000
8,586649.67370600000,4474829.94690000000
8,586653.58947800000,4474800.20349000000
8,586281.97769400000,4474751.27983000000
9,586272.42107400000,4474780.28061000000
9,586267.89059200000,4474795.16648000000
9,586264.11667500000,4474809.44616000000
9,586645.75787400000,4474859.69012000000
9,586649.67370600000,4474829.94690000000
9,586272.42107400000,4474780.28061000000
10,586264.11667500000,4474809.44616000000
10,586258.10098900000,4474832.20822000000
10,586256.50903400000,4474838.70339000000
10,586641.84228500000,4474889.43347000000
10,586645.75787400000,4474859.69012000000
10,586264.11667500000,4474809.44616000000
11,586256.50903400000,4474838.70339000000
11,586251.48639200000,4474859.19577000000
11,586249.36476900000,4474868.02173000000
11,586637.92633100000,4474919.17688000000
11,586641.84228500000,4474889.43347000000
11,586256.50903400000,4474838.70339000000
12,586249.36476900000,4474868.02173000000
12,586244.87179600000,4474886.71250000000
12,586242.46945500000,4474897.37288000000
12,586634.01068100000,4474948.92029000000
12,586637.92633100000,4474919.17688000000
12,586249.36476900000,4474868.02173000000
13,586242.46945500000,4474897.37288000000
13,586236.40511200000,4474924.28340000000
13,586235.79686500000,4474926.75325000000
13,586630.09491000000,4474978.66351000000
13,586634.01068100000,4474948.92029000000
13,586242.46945500000,4474897.37288000000
14,586235.79686500000,4474926.75325000000
14,586228.57907900000,4474956.06184000000
14,586626.17907700000,4475008.40692000000
14,586630.09491000000,4474978.66351000000
14,586235.79686500000,4474926.75325000000
15,586228.57907900000,4474956.06184000000
15,586227.67384500000,4474959.73764000000
15,586221.87063000000,4474985.43759000000
15,586622.26330600000,4475038.15033000000
15,586626.17907700000,4475008.40692000000
15,586228.57907900000,4474956.06184000000
16,586221.87063000000,4474985.43759000000
16,586220.26549600000,4474992.54604000000
16,586214.55211700000,4475014.73300000000
16,586618.34747300000,4475067.89368000000
16,586622.26330600000,4475038.15033000000
16,586221.87063000000,4474985.43759000000
17,586214.55211700000,4475014.73300000000
17,586213.91548400000,4475017.20526000000
17,586206.77171900000,4475040.48864000000
17,586205.85271900000,4475043.84652000000
17,586614.43170200000,4475097.63690000000
17,586618.34747300000,4475067.89368000000
17,586214.55211700000,4475014.73300000000
18,586205.85271900000,4475043.84652000000
18,586199.89253900000,4475065.62410000000
18,586198.87450400000,4475073.18665000000
18,586610.51593000000,4475127.38031000000
18,586614.43170200000,4475097.63690000000
18,586205.85271900000,4475043.84652000000
19,586198.87450400000,4475073.18665000000
19,586198.04045200000,4475079.38246000000
19,586196.45294900000,4475093.14083000000
19,586196.19776000000,4475103.09318000000
19,586606.60009800000,4475157.12372000000
19,586610.51593000000,4475127.38031000000
19,586198.87450400000,4475073.18665000000
20,586196.19776000000,4475103.09318000000
20,586195.92378100000,4475113.77837000000
20,586196.18836500000,4475127.53673000000
20,586197.05284400000,4475133.46459000000
20,586602.68432600000,4475186.86688000000
20,586606.60009800000,4475157.12372000000
20,586196.19776000000,4475103.09318000000
21,586197.05284400000,4475133.46459000000
21,586198.04045200000,4475140.23675000000
21,586201.21545800000,4475152.14303000000
21,586206.77171900000,4475162.46180000000
21,586208.82926500000,4475165.27378000000
21,586598.76849400000,4475216.61029000000
21,586602.68432600000,4475186.86688000000
21,586197.05284400000,4475133.46459000000
22,586208.82926500000,4475165.27378000000
22,586214.70923500000,4475173.30974000000
22,586228.46759600000,4475189.60810000000
22,586235.34677700000,4475198.33937000000
22,586235.84696900000,4475199.08966000000
22,586594.85272200000,4475246.35370000000
22,586598.76849400000,4475216.61029000000
22,586208.82926500000,4475165.27378000000
23,586235.84696900000,4475199.08966000000
23,586243.81346000000,4475211.03939000000
23,586249.36972100000,4475220.82900000000
23,586251.48639200000,4475225.85609000000
23,586253.67626900000,4475231.69576000000
23,586590.93707300000,4475276.09692000000
23,586594.85272200000,4475246.35370000000
23,586235.84696900000,4475199.08966000000
24,586253.67626900000,4475231.69576000000
24,586253.86764700000,4475232.20610000000
24,586253.86764700000,4475238.29153000000
24,586253.07389500000,4475247.55197000000
24,586251.50535200000,4475261.66885000000
24,586587.02111800000,4475305.84027000000
24,586590.93707300000,4475276.09692000000
24,586253.67626900000,4475231.69576000000
25,586251.50535200000,4475261.66885000000
25,586250.95722400000,4475266.60201000000
25,586249.10513700000,4475277.97911000000
25,586248.57597000000,4475289.09163000000
25,586248.44619300000,4475291.52494000000
25,586583.10528600000,4475335.58368000000
25,586587.02111800000,4475305.84027000000
25,586251.50535200000,4475261.66885000000
26,586248.44619300000,4475291.52494000000
26,586247.51763400000,4475308.93542000000
26,586246.32734400000,4475321.50489000000
26,586579.18969700000,4475365.32709000000
26,586583.10528600000,4475335.58368000000
26,586248.44619300000,4475291.52494000000
27,586246.32734400000,4475321.50489000000
27,586246.19471500000,4475322.90545000000
27,586244.34262800000,4475334.81173000000
27,586241.43220500000,4475349.09925000000
27,586240.95484700000,4475351.05642000000
27,586575.27392600000,4475395.07031000000
27,586579.18969700000,4475365.32709000000
27,586246.32734400000,4475321.50489000000
28,586240.95484700000,4475351.05642000000
28,586238.78636700000,4475359.94719000000
28,586232.77417000000,4475380.23836000000
28,586571.35809300000,4475424.81372000000
28,586575.27392600000,4475395.07031000000
28,586240.95484700000,4475351.05642000000
29,586232.77417000000,4475380.23836000000
29,586232.43635400000,4475381.37849000000
29,586228.20301200000,4475391.69726000000
29,586223.44050300000,4475405.19103000000
29,586222.55145200000,4475409.15135000000
29,586567.44232200000,4475454.55713000000
29,586571.35809300000,4475424.81372000000
29,586232.77417000000,4475380.23836000000
30,586222.55145200000,4475409.15135000000
30,586220.53008000000,4475418.15564000000
30,586218.67799300000,4475427.68066000000
30,586217.88424200000,4475435.35359000000
30,586217.49300600000,4475438.74430000000
30,586563.52648900000,4475484.30048000000
30,586567.44232200000,4475454.55713000000
30,586222.55145200000,4475409.15135000000
31,586217.49300600000,4475438.74430000000
31,586217.09049000000,4475442.23277000000
31,586214.97381900000,4475450.69946000000
31,586212.32798000000,4475458.10781000000
31,586209.15297400000,4475465.25157000000
31,586208.46533400000,4475467.81459000000
31,586559.61071800000,4475514.04370000000
31,586563.52648900000,4475484.30048000000
31,586217.49300600000,4475438.74430000000
32,586208.46533400000,4475467.81459000000
32,586206.24255200000,4475476.09951000000
32,586200.68629100000,4475494.09121000000
32,586199.73561000000,4475496.92424000000
32,586555.69488500000,4475543.78711000000
32,586559.61071800000,4475514.04370000000
32,586208.46533400000,4475467.81459000000
33,586199.73561000000,4475496.92424000000
33,586195.39461300000,4475509.86041000000
33,586191.69043900000,4475520.97293000000
33,586190.16722700000,4475525.92337000000
33,586551.77911400000,4475573.53052000000
33,586555.69488500000,4475543.78711000000
33,586199.73561000000,4475496.92424000000
34,586190.16722700000,4475525.92337000000
34,586188.51543300000,4475531.29170000000
34,586185.34042700000,4475541.61047000000
34,586183.22375600000,4475546.10840000000
34,586179.25499800000,4475552.19383000000
34,586178.05792600000,4475554.58797000000
34,586547.86328100000,4475603.27368000000
34,586551.77911400000,4475573.53052000000
34,586190.16722700000,4475525.92337000000
35,586178.05792600000,4475554.58797000000
35,586176.87374300000,4475556.95634000000
35,586175.02165600000,4475564.62927000000
35,586174.75707200000,4475569.92095000000
35,586176.60915900000,4475578.91680000000
35,586179.77512800000,4475585.07285000000
35,586543.94751000000,4475633.01709000000
35,586547.86328100000,4475603.27368000000
35,586178.05792600000,4475554.58797000000
36,586179.77512800000,4475585.07285000000
36,586181.37166900000,4475588.17723000000
36,586184.28209100000,4475593.99808000000
36,586188.25084900000,4475598.76059000000
36,586191.69043900000,4475603.25851000000
36,586194.07169400000,4475608.81477000000
36,586193.01335900000,4475613.57728000000
36,586191.59454900000,4475616.88784000000
36,586540.03167700000,4475662.76050000000
36,586543.94751000000,4475633.01709000000
36,586179.77512800000,4475585.07285000000
37,586191.59454900000,4475616.88784000000
37,586191.42585500000,4475617.28146000000
37,586190.63210400000,4475622.04397000000
37,586191.42585500000,4475626.80648000000
37,586191.42585500000,4475634.47941000000
37,586190.10293600000,4475642.15234000000
37,586189.51289000000,4475646.87271000000
37,586536.11590600000,4475692.50391000000
37,586540.03167700000,4475662.76050000000
37,586191.59454900000,4475616.88784000000
38,586189.77349700000,4475654.07411000000
38,586189.95272200000,4475655.14946000000
38,586190.81262000000,4475658.72134000000
38,586192.79699800000,4475662.35937000000
38,586194.18606400000,4475663.88072000000
38,586195.70742100000,4475665.13750000000
38,586199.94076300000,4475667.32031000000
38,586203.04962300000,4475668.04792000000
38,586204.75679500000,4475668.09965000000
38,586209.68214200000,4475667.55239000000
38,586213.91548400000,4475668.08156000000
38,586215.23840300000,4475670.72740000000
38,586215.76757100000,4475676.28366000000
38,586215.96650000000,4475680.61421000000
38,586532.20007300000,4475722.24707000000
38,586536.11590600000,4475692.50391000000
38,586189.51289000000,4475646.87271000000
38,586189.30918400000,4475648.50235000000
38,586189.77349700000,4475654.07411000000
39,586215.96650000000,4475680.61421000000
39,586217.36493800000,4475711.05712000000
39,586528.28448500000,4475751.99048000000
39,586532.20007300000,4475722.24707000000
39,586215.96650000000,4475680.61421000000
40,586217.36493800000,4475711.05712000000
40,586218.76338100000,4475741.50015000000
40,586524.36871300000,4475781.73389000000
40,586528.28448500000,4475751.99048000000
40,586217.36493800000,4475711.05712000000
41,586218.76338100000,4475741.50015000000
41,586219.20716100000,4475751.16089000000
41,586216.03215500000,4475755.65882000000
